,model,feature,sample,acc,prop
0,LR,annual_inc,20002,95.8,51.5
1,LR,annual_inc,20002,95.8,51.5
2,LR,annual_inc,20002,95.85000000000001,51.55
3,LR,annual_inc,20002,95.85000000000001,51.55
4,LR,annual_inc,20002,95.85000000000001,51.55
5,LR,annual_inc,20002,95.85000000000001,51.55
6,LR,annual_inc,20002,95.85000000000001,51.55
7,LR,annual_inc,20002,95.85000000000001,51.55
8,LR,annual_inc,20002,95.85000000000001,51.55
9,LR,annual_inc,20002,95.85000000000001,51.55
10,LR,annual_inc,20002,95.85000000000001,51.55
0,RFC,annual_inc,20003,82.65,43.0
1,RFC,annual_inc,20003,82.19999999999999,43.95
2,RFC,annual_inc,20003,83.0,44.65
3,RFC,annual_inc,20003,82.85,44.5
4,RFC,annual_inc,20003,83.05,45.5
5,RFC,annual_inc,20003,83.2,45.75
6,RFC,annual_inc,20003,83.15,46.6
7,RFC,annual_inc,20003,83.5,47.65
8,RFC,annual_inc,20003,83.65,48.0
9,RFC,annual_inc,20003,83.2,48.35
10,RFC,annual_inc,20003,83.25,48.4
0,GBC,annual_inc,20003,96.65,51.5
1,GBC,annual_inc,20003,96.8,51.74999999999999
2,GBC,annual_inc,20003,96.75,51.7
3,GBC,annual_inc,20003,96.7,51.74999999999999
4,GBC,annual_inc,20003,96.75,51.9
5,GBC,annual_inc,20003,96.8,51.949999999999996
6,GBC,annual_inc,20003,96.75,52.0
7,GBC,annual_inc,20003,96.75,52.0
8,GBC,annual_inc,20003,96.75,52.0
9,GBC,annual_inc,20003,96.89999999999999,52.05
10,GBC,annual_inc,20003,96.95,52.0
0,LR,annual_inc,20003,96.35000000000001,52.300000000000004
1,LR,annual_inc,20003,96.35000000000001,52.300000000000004
2,LR,annual_inc,20003,96.35000000000001,52.300000000000004
3,LR,annual_inc,20003,96.35000000000001,52.300000000000004
4,LR,annual_inc,20003,96.35000000000001,52.300000000000004
5,LR,annual_inc,20003,96.35000000000001,52.300000000000004
6,LR,annual_inc,20003,96.35000000000001,52.300000000000004
7,LR,annual_inc,20003,96.35000000000001,52.300000000000004
8,LR,annual_inc,20003,96.35000000000001,52.300000000000004
9,LR,annual_inc,20003,96.35000000000001,52.300000000000004
10,LR,annual_inc,20003,96.35000000000001,52.300000000000004
0,RFC,annual_inc,20004,83.95,43.65
1,RFC,annual_inc,20004,83.95,43.55
2,RFC,annual_inc,20004,84.25,44.35
3,RFC,annual_inc,20004,84.45,44.95
4,RFC,annual_inc,20004,84.15,44.95
5,RFC,annual_inc,20004,84.45,45.75
6,RFC,annual_inc,20004,84.5,46.0
7,RFC,annual_inc,20004,84.7,46.2
8,RFC,annual_inc,20004,84.8,46.1
9,RFC,annual_inc,20004,84.35000000000001,46.150000000000006
10,RFC,annual_inc,20004,84.05,46.75
0,GBC,annual_inc,20004,96.45,52.05
1,GBC,annual_inc,20004,96.45,52.15
2,GBC,annual_inc,20004,96.35000000000001,52.05
3,GBC,annual_inc,20004,96.5,52.0
4,GBC,annual_inc,20004,96.6,52.0
5,GBC,annual_inc,20004,96.45,52.15
6,GBC,annual_inc,20004,96.3,52.2
7,GBC,annual_inc,20004,96.3,52.2
8,GBC,annual_inc,20004,96.3,52.1
9,GBC,annual_inc,20004,96.35000000000001,52.25
10,GBC,annual_inc,20004,96.35000000000001,52.25
0,LR,annual_inc,20004,96.39999999999999,52.300000000000004
1,LR,annual_inc,20004,96.39999999999999,52.300000000000004
2,LR,annual_inc,20004,96.39999999999999,52.300000000000004
3,LR,annual_inc,20004,96.39999999999999,52.300000000000004
4,LR,annual_inc,20004,96.39999999999999,52.300000000000004
5,LR,annual_inc,20004,96.39999999999999,52.300000000000004
6,LR,annual_inc,20004,96.39999999999999,52.300000000000004
7,LR,annual_inc,20004,96.39999999999999,52.300000000000004
8,LR,annual_inc,20004,96.39999999999999,52.300000000000004
9,LR,annual_inc,20004,96.39999999999999,52.300000000000004
10,LR,annual_inc,20004,96.39999999999999,52.300000000000004
0,RFC,inq_last_6mths,20000,85.05,45.4
1,RFC,inq_last_6mths,20000,85.1,45.35
2,RFC,inq_last_6mths,20000,85.1,45.35
3,RFC,inq_last_6mths,20000,84.6,44.85
4,RFC,inq_last_6mths,20000,84.5,44.85
5,RFC,inq_last_6mths,20000,84.5,44.85
6,RFC,inq_last_6mths,20000,84.45,44.800000000000004
7,RFC,inq_last_6mths,20000,84.5,44.65
8,RFC,inq_last_6mths,20000,84.5,44.65
9,RFC,inq_last_6mths,20000,84.5,44.65
10,RFC,inq_last_6mths,20000,84.5,44.65
0,GBC,inq_last_6mths,20000,96.7,50.24999999999999
1,GBC,inq_last_6mths,20000,96.65,50.2
2,GBC,inq_last_6mths,20000,96.65,50.2
3,GBC,inq_last_6mths,20000,96.65,50.2
4,GBC,inq_last_6mths,20000,96.65,50.2
5,GBC,inq_last_6mths,20000,96.65,50.2
6,GBC,inq_last_6mths,20000,96.65,50.2
7,GBC,inq_last_6mths,20000,96.65,50.2
8,GBC,inq_last_6mths,20000,96.65,50.2
9,GBC,inq_last_6mths,20000,96.65,50.2
10,GBC,inq_last_6mths,20000,96.65,50.2
0,LR,inq_last_6mths,20000,96.15,50.8
1,LR,inq_last_6mths,20000,96.15,50.8
2,LR,inq_last_6mths,20000,96.15,50.8
3,LR,inq_last_6mths,20000,96.15,50.8
4,LR,inq_last_6mths,20000,96.15,50.8
5,LR,inq_last_6mths,20000,96.15,50.8
6,LR,inq_last_6mths,20000,96.15,50.8
7,LR,inq_last_6mths,20000,96.15,50.8
8,LR,inq_last_6mths,20000,96.1,50.74999999999999
9,LR,inq_last_6mths,20000,96.1,50.74999999999999
10,LR,inq_last_6mths,20000,96.1,50.74999999999999
0,RFC,inq_last_6mths,20001,83.45,47.8
1,RFC,inq_last_6mths,20001,83.2,47.25
2,RFC,inq_last_6mths,20001,83.15,47.199999999999996
3,RFC,inq_last_6mths,20001,82.95,46.800000000000004
4,RFC,inq_last_6mths,20001,82.89999999999999,46.650000000000006
5,RFC,inq_last_6mths,20001,82.89999999999999,46.650000000000006
6,RFC,inq_last_6mths,20001,82.89999999999999,46.650000000000006
7,RFC,inq_last_6mths,20001,82.89999999999999,46.650000000000006
8,RFC,inq_last_6mths,20001,82.65,46.1
9,RFC,inq_last_6mths,20001,82.65,46.1
10,RFC,inq_last_6mths,20001,82.65,46.1
0,GBC,inq_last_6mths,20001,95.55,52.7
1,GBC,inq_last_6mths,20001,95.55,52.7
2,GBC,inq_last_6mths,20001,95.55,52.7
3,GBC,inq_last_6mths,20001,95.55,52.7
4,GBC,inq_last_6mths,20001,95.55,52.7
5,GBC,inq_last_6mths,20001,95.55,52.7
6,GBC,inq_last_6mths,20001,95.55,52.7
7,GBC,inq_last_6mths,20001,95.55,52.7
8,GBC,inq_last_6mths,20001,95.55,52.7
9,GBC,inq_last_6mths,20001,95.55,52.7
10,GBC,inq_last_6mths,20001,95.55,52.7
0,LR,inq_last_6mths,20001,95.3,52.75
1,LR,inq_last_6mths,20001,95.3,52.75
2,LR,inq_last_6mths,20001,95.3,52.75
3,LR,inq_last_6mths,20001,95.3,52.75
4,LR,inq_last_6mths,20001,95.3,52.75
5,LR,inq_last_6mths,20001,95.3,52.75
6,LR,inq_last_6mths,20001,95.3,52.75
7,LR,inq_last_6mths,20001,95.3,52.75
8,LR,inq_last_6mths,20001,95.3,52.75
9,LR,inq_last_6mths,20001,95.3,52.75
10,LR,inq_last_6mths,20001,95.25,52.7
0,RFC,inq_last_6mths,20002,82.6,46.7
1,RFC,inq_last_6mths,20002,81.75,45.45
2,RFC,inq_last_6mths,20002,81.75,45.45
3,RFC,inq_last_6mths,20002,81.3,44.9
4,RFC,inq_last_6mths,20002,81.3,44.800000000000004
5,RFC,inq_last_6mths,20002,81.3,44.800000000000004
6,RFC,inq_last_6mths,20002,81.39999999999999,44.800000000000004
7,RFC,inq_last_6mths,20002,81.25,44.65
8,RFC,inq_last_6mths,20002,81.25,44.65
9,RFC,inq_last_6mths,20002,81.25,44.65
10,RFC,inq_last_6mths,20002,81.25,44.65
0,GBC,inq_last_6mths,20002,96.1,51.5
1,GBC,inq_last_6mths,20002,96.15,51.449999999999996
2,GBC,inq_last_6mths,20002,96.15,51.449999999999996
3,GBC,inq_last_6mths,20002,96.15,51.449999999999996
4,GBC,inq_last_6mths,20002,96.15,51.449999999999996
5,GBC,inq_last_6mths,20002,96.15,51.449999999999996
6,GBC,inq_last_6mths,20002,96.15,51.449999999999996
7,GBC,inq_last_6mths,20002,96.15,51.449999999999996
8,GBC,inq_last_6mths,20002,96.15,51.449999999999996
9,GBC,inq_last_6mths,20002,96.15,51.449999999999996
10,GBC,inq_last_6mths,20002,96.15,51.449999999999996
0,LR,inq_last_6mths,20002,95.85000000000001,51.55
1,LR,inq_last_6mths,20002,95.85000000000001,51.55
2,LR,inq_last_6mths,20002,95.85000000000001,51.55
3,LR,inq_last_6mths,20002,95.85000000000001,51.55
4,LR,inq_last_6mths,20002,95.85000000000001,51.55
5,LR,inq_last_6mths,20002,95.85000000000001,51.55
6,LR,inq_last_6mths,20002,95.8,51.5
7,LR,inq_last_6mths,20002,95.8,51.5
8,LR,inq_last_6mths,20002,95.8,51.5
9,LR,inq_last_6mths,20002,95.8,51.5
10,LR,inq_last_6mths,20002,95.8,51.5
0,RFC,inq_last_6mths,20003,82.6,46.150000000000006
1,RFC,inq_last_6mths,20003,83.0,46.150000000000006
2,RFC,inq_last_6mths,20003,83.05,46.1
3,RFC,inq_last_6mths,20003,83.2,45.75
4,RFC,inq_last_6mths,20003,83.2,45.75
5,RFC,inq_last_6mths,20003,83.2,45.75
6,RFC,inq_last_6mths,20003,83.25,45.800000000000004
7,RFC,inq_last_6mths,20003,83.25,45.800000000000004
8,RFC,inq_last_6mths,20003,83.39999999999999,45.65
9,RFC,inq_last_6mths,20003,83.39999999999999,45.65
10,RFC,inq_last_6mths,20003,83.39999999999999,45.65
0,GBC,inq_last_6mths,20003,96.95,51.9
1,GBC,inq_last_6mths,20003,96.8,51.949999999999996
2,GBC,inq_last_6mths,20003,96.8,51.949999999999996
3,GBC,inq_last_6mths,20003,96.8,51.949999999999996
4,GBC,inq_last_6mths,20003,96.8,51.949999999999996
5,GBC,inq_last_6mths,20003,96.8,51.949999999999996
6,GBC,inq_last_6mths,20003,96.8,51.949999999999996
7,GBC,inq_last_6mths,20003,96.8,51.949999999999996
8,GBC,inq_last_6mths,20003,96.85000000000001,51.9
9,GBC,inq_last_6mths,20003,96.85000000000001,51.9
10,GBC,inq_last_6mths,20003,96.85000000000001,51.9
0,LR,inq_last_6mths,20003,96.35000000000001,52.300000000000004
1,LR,inq_last_6mths,20003,96.35000000000001,52.300000000000004
2,LR,inq_last_6mths,20003,96.35000000000001,52.300000000000004
3,LR,inq_last_6mths,20003,96.35000000000001,52.300000000000004
4,LR,inq_last_6mths,20003,96.35000000000001,52.300000000000004
5,LR,inq_last_6mths,20003,96.35000000000001,52.300000000000004
6,LR,inq_last_6mths,20003,96.35000000000001,52.300000000000004
7,LR,inq_last_6mths,20003,96.35000000000001,52.300000000000004
8,LR,inq_last_6mths,20003,96.35000000000001,52.300000000000004
9,LR,inq_last_6mths,20003,96.39999999999999,52.25
10,LR,inq_last_6mths,20003,96.39999999999999,52.25
0,RFC,inq_last_6mths,20004,84.25,46.85
1,RFC,inq_last_6mths,20004,84.1,46.300000000000004
2,RFC,inq_last_6mths,20004,84.25,46.150000000000006
3,RFC,inq_last_6mths,20004,84.5,45.800000000000004
4,RFC,inq_last_6mths,20004,84.45,45.75
5,RFC,inq_last_6mths,20004,84.45,45.75
6,RFC,inq_last_6mths,20004,84.45,45.75
7,RFC,inq_last_6mths,20004,84.5,45.7
8,RFC,inq_last_6mths,20004,84.5,45.4
9,RFC,inq_last_6mths,20004,84.5,45.4
10,RFC,inq_last_6mths,20004,84.5,45.4
0,GBC,inq_last_6mths,20004,96.45,52.15
1,GBC,inq_last_6mths,20004,96.45,52.15
2,GBC,inq_last_6mths,20004,96.45,52.15
3,GBC,inq_last_6mths,20004,96.45,52.15
4,GBC,inq_last_6mths,20004,96.45,52.15
5,GBC,inq_last_6mths,20004,96.45,52.15
6,GBC,inq_last_6mths,20004,96.45,52.15
7,GBC,inq_last_6mths,20004,96.45,52.15
8,GBC,inq_last_6mths,20004,96.45,52.15
9,GBC,inq_last_6mths,20004,96.45,52.15
10,GBC,inq_last_6mths,20004,96.45,52.15
0,LR,inq_last_6mths,20004,96.39999999999999,52.300000000000004
1,LR,inq_last_6mths,20004,96.39999999999999,52.300000000000004
2,LR,inq_last_6mths,20004,96.39999999999999,52.300000000000004
3,LR,inq_last_6mths,20004,96.39999999999999,52.300000000000004
4,LR,inq_last_6mths,20004,96.39999999999999,52.300000000000004
5,LR,inq_last_6mths,20004,96.39999999999999,52.300000000000004
6,LR,inq_last_6mths,20004,96.39999999999999,52.300000000000004
7,LR,inq_last_6mths,20004,96.39999999999999,52.300000000000004
8,LR,inq_last_6mths,20004,96.39999999999999,52.300000000000004
9,LR,inq_last_6mths,20004,96.39999999999999,52.300000000000004
10,LR,inq_last_6mths,20004,96.39999999999999,52.300000000000004
0,RFC,delinq_2yrs,20000,84.45,45.1
1,RFC,delinq_2yrs,20000,84.5,44.95
2,RFC,delinq_2yrs,20000,84.45,44.9
3,RFC,delinq_2yrs,20000,84.5,44.85
4,RFC,delinq_2yrs,20000,84.5,44.85
5,RFC,delinq_2yrs,20000,84.5,44.85
6,RFC,delinq_2yrs,20000,84.55,44.800000000000004
7,RFC,delinq_2yrs,20000,84.55,44.800000000000004
8,RFC,delinq_2yrs,20000,84.55,44.800000000000004
9,RFC,delinq_2yrs,20000,84.55,44.800000000000004
10,RFC,delinq_2yrs,20000,84.55,44.800000000000004
0,GBC,delinq_2yrs,20000,96.7,50.24999999999999
1,GBC,delinq_2yrs,20000,96.65,50.2
2,GBC,delinq_2yrs,20000,96.65,50.2
3,GBC,delinq_2yrs,20000,96.65,50.2
4,GBC,delinq_2yrs,20000,96.65,50.2
5,GBC,delinq_2yrs,20000,96.65,50.2
6,GBC,delinq_2yrs,20000,96.65,50.2
7,GBC,delinq_2yrs,20000,96.65,50.2
8,GBC,delinq_2yrs,20000,96.65,50.2
9,GBC,delinq_2yrs,20000,96.65,50.2
10,GBC,delinq_2yrs,20000,96.65,50.2
0,LR,delinq_2yrs,20000,96.15,50.8
1,LR,delinq_2yrs,20000,96.15,50.8
2,LR,delinq_2yrs,20000,96.15,50.8
3,LR,delinq_2yrs,20000,96.15,50.8
4,LR,delinq_2yrs,20000,96.15,50.8
5,LR,delinq_2yrs,20000,96.15,50.8
6,LR,delinq_2yrs,20000,96.15,50.8
7,LR,delinq_2yrs,20000,96.15,50.8
8,LR,delinq_2yrs,20000,96.15,50.8
9,LR,delinq_2yrs,20000,96.15,50.8
10,LR,delinq_2yrs,20000,96.15,50.8
0,RFC,delinq_2yrs,20001,83.39999999999999,46.85
1,RFC,delinq_2yrs,20001,83.1,46.75
2,RFC,delinq_2yrs,20001,83.1,46.75
3,RFC,delinq_2yrs,20001,82.95,46.6
4,RFC,delinq_2yrs,20001,82.89999999999999,46.650000000000006
5,RFC,delinq_2yrs,20001,82.89999999999999,46.650000000000006
6,RFC,delinq_2yrs,20001,82.85,46.6
7,RFC,delinq_2yrs,20001,82.8,46.650000000000006
8,RFC,delinq_2yrs,20001,82.8,46.650000000000006
9,RFC,delinq_2yrs,20001,82.8,46.650000000000006
10,RFC,delinq_2yrs,20001,82.8,46.650000000000006
0,GBC,delinq_2yrs,20001,95.5,52.65
1,GBC,delinq_2yrs,20001,95.55,52.7
2,GBC,delinq_2yrs,20001,95.55,52.7
3,GBC,delinq_2yrs,20001,95.55,52.7
4,GBC,delinq_2yrs,20001,95.55,52.7
5,GBC,delinq_2yrs,20001,95.55,52.7
6,GBC,delinq_2yrs,20001,95.55,52.7
7,GBC,delinq_2yrs,20001,95.55,52.7
8,GBC,delinq_2yrs,20001,95.55,52.7
9,GBC,delinq_2yrs,20001,95.55,52.7
10,GBC,delinq_2yrs,20001,95.55,52.7
0,LR,delinq_2yrs,20001,95.3,52.75
1,LR,delinq_2yrs,20001,95.3,52.75
2,LR,delinq_2yrs,20001,95.3,52.75
3,LR,delinq_2yrs,20001,95.3,52.75
4,LR,delinq_2yrs,20001,95.3,52.75
5,LR,delinq_2yrs,20001,95.3,52.75
6,LR,delinq_2yrs,20001,95.3,52.75
7,LR,delinq_2yrs,20001,95.3,52.75
8,LR,delinq_2yrs,20001,95.3,52.75
9,LR,delinq_2yrs,20001,95.3,52.75
10,LR,delinq_2yrs,20001,95.3,52.75
0,RFC,delinq_2yrs,20002,81.85,45.25
1,RFC,delinq_2yrs,20002,81.6,45.2
2,RFC,delinq_2yrs,20002,81.3,44.9
3,RFC,delinq_2yrs,20002,81.25,44.85
4,RFC,delinq_2yrs,20002,81.3,44.800000000000004
5,RFC,delinq_2yrs,20002,81.3,44.800000000000004
6,RFC,delinq_2yrs,20002,81.3,44.800000000000004
7,RFC,delinq_2yrs,20002,81.25,44.85
8,RFC,delinq_2yrs,20002,81.25,44.85
9,RFC,delinq_2yrs,20002,81.25,44.85
10,RFC,delinq_2yrs,20002,81.25,44.85
0,GBC,delinq_2yrs,20002,96.15,51.449999999999996
1,GBC,delinq_2yrs,20002,96.15,51.449999999999996
2,GBC,delinq_2yrs,20002,96.15,51.449999999999996
3,GBC,delinq_2yrs,20002,96.15,51.449999999999996
4,GBC,delinq_2yrs,20002,96.15,51.449999999999996
5,GBC,delinq_2yrs,20002,96.15,51.449999999999996
6,GBC,delinq_2yrs,20002,96.15,51.449999999999996
7,GBC,delinq_2yrs,20002,96.15,51.449999999999996
8,GBC,delinq_2yrs,20002,96.15,51.449999999999996
9,GBC,delinq_2yrs,20002,96.15,51.449999999999996
10,GBC,delinq_2yrs,20002,96.15,51.449999999999996
0,LR,delinq_2yrs,20002,95.85000000000001,51.55
1,LR,delinq_2yrs,20002,95.85000000000001,51.55
2,LR,delinq_2yrs,20002,95.85000000000001,51.55
3,LR,delinq_2yrs,20002,95.85000000000001,51.55
4,LR,delinq_2yrs,20002,95.85000000000001,51.55
5,LR,delinq_2yrs,20002,95.85000000000001,51.55
6,LR,delinq_2yrs,20002,95.85000000000001,51.55
7,LR,delinq_2yrs,20002,95.85000000000001,51.55
8,LR,delinq_2yrs,20002,95.85000000000001,51.55
9,LR,delinq_2yrs,20002,95.85000000000001,51.55
10,LR,delinq_2yrs,20002,95.85000000000001,51.55
0,RFC,delinq_2yrs,20003,83.65,45.800000000000004
1,RFC,delinq_2yrs,20003,83.3,45.75
2,RFC,delinq_2yrs,20003,83.3,45.75
3,RFC,delinq_2yrs,20003,83.2,45.75
4,RFC,delinq_2yrs,20003,83.2,45.75
5,RFC,delinq_2yrs,20003,83.2,45.75
6,RFC,delinq_2yrs,20003,83.2,45.75
7,RFC,delinq_2yrs,20003,83.05,45.6
8,RFC,delinq_2yrs,20003,83.05,45.6
9,RFC,delinq_2yrs,20003,83.05,45.6
10,RFC,delinq_2yrs,20003,83.05,45.6
0,GBC,delinq_2yrs,20003,96.8,51.949999999999996
1,GBC,delinq_2yrs,20003,96.8,51.949999999999996
2,GBC,delinq_2yrs,20003,96.8,51.949999999999996
3,GBC,delinq_2yrs,20003,96.8,51.949999999999996
4,GBC,delinq_2yrs,20003,96.8,51.949999999999996
5,GBC,delinq_2yrs,20003,96.8,51.949999999999996
6,GBC,delinq_2yrs,20003,96.8,51.949999999999996
7,GBC,delinq_2yrs,20003,96.8,51.949999999999996
8,GBC,delinq_2yrs,20003,96.8,51.949999999999996
9,GBC,delinq_2yrs,20003,96.8,51.949999999999996
10,GBC,delinq_2yrs,20003,96.8,51.949999999999996
0,LR,delinq_2yrs,20003,96.35000000000001,52.300000000000004
1,LR,delinq_2yrs,20003,96.35000000000001,52.300000000000004
2,LR,delinq_2yrs,20003,96.35000000000001,52.300000000000004
3,LR,delinq_2yrs,20003,96.35000000000001,52.300000000000004
4,LR,delinq_2yrs,20003,96.35000000000001,52.300000000000004
5,LR,delinq_2yrs,20003,96.35000000000001,52.300000000000004
6,LR,delinq_2yrs,20003,96.35000000000001,52.300000000000004
7,LR,delinq_2yrs,20003,96.35000000000001,52.300000000000004
8,LR,delinq_2yrs,20003,96.35000000000001,52.300000000000004
9,LR,delinq_2yrs,20003,96.35000000000001,52.300000000000004
10,LR,delinq_2yrs,20003,96.35000000000001,52.300000000000004
0,RFC,delinq_2yrs,20004,84.2,45.800000000000004
1,RFC,delinq_2yrs,20004,84.39999999999999,45.800000000000004
2,RFC,delinq_2yrs,20004,84.39999999999999,45.800000000000004
3,RFC,delinq_2yrs,20004,84.45,45.75
4,RFC,delinq_2yrs,20004,84.45,45.75
5,RFC,delinq_2yrs,20004,84.45,45.75
6,RFC,delinq_2yrs,20004,84.45,45.75
7,RFC,delinq_2yrs,20004,84.35000000000001,45.65
8,RFC,delinq_2yrs,20004,84.3,45.6
9,RFC,delinq_2yrs,20004,84.35000000000001,45.65
10,RFC,delinq_2yrs,20004,84.35000000000001,45.65
0,GBC,delinq_2yrs,20004,96.45,52.15
1,GBC,delinq_2yrs,20004,96.45,52.15
2,GBC,delinq_2yrs,20004,96.45,52.15
3,GBC,delinq_2yrs,20004,96.45,52.15
4,GBC,delinq_2yrs,20004,96.45,52.15
5,GBC,delinq_2yrs,20004,96.45,52.15
6,GBC,delinq_2yrs,20004,96.45,52.15
7,GBC,delinq_2yrs,20004,96.45,52.15
8,GBC,delinq_2yrs,20004,96.45,52.15
9,GBC,delinq_2yrs,20004,96.45,52.15
10,GBC,delinq_2yrs,20004,96.45,52.15
0,LR,delinq_2yrs,20004,96.39999999999999,52.300000000000004
1,LR,delinq_2yrs,20004,96.39999999999999,52.300000000000004
2,LR,delinq_2yrs,20004,96.39999999999999,52.300000000000004
3,LR,delinq_2yrs,20004,96.39999999999999,52.300000000000004
4,LR,delinq_2yrs,20004,96.39999999999999,52.300000000000004
5,LR,delinq_2yrs,20004,96.39999999999999,52.300000000000004
6,LR,delinq_2yrs,20004,96.39999999999999,52.300000000000004
7,LR,delinq_2yrs,20004,96.39999999999999,52.300000000000004
8,LR,delinq_2yrs,20004,96.39999999999999,52.300000000000004
9,LR,delinq_2yrs,20004,96.39999999999999,52.300000000000004
10,LR,delinq_2yrs,20004,96.39999999999999,52.300000000000004
0,RFC,mths_since_last_delinq,20000,84.1,44.55
1,RFC,mths_since_last_delinq,20000,84.89999999999999,44.75
2,RFC,mths_since_last_delinq,20000,84.55,45.0
3,RFC,mths_since_last_delinq,20000,84.3,44.85
4,RFC,mths_since_last_delinq,20000,84.39999999999999,44.75
5,RFC,mths_since_last_delinq,20000,84.5,44.85
6,RFC,mths_since_last_delinq,20000,84.65,44.9
7,RFC,mths_since_last_delinq,20000,84.3,44.65
8,RFC,mths_since_last_delinq,20000,84.5,45.050000000000004
9,RFC,mths_since_last_delinq,20000,84.7,45.45
10,RFC,mths_since_last_delinq,20000,84.45,45.2
0,GBC,mths_since_last_delinq,20000,96.65,50.2
1,GBC,mths_since_last_delinq,20000,96.65,50.2
2,GBC,mths_since_last_delinq,20000,96.65,50.2
3,GBC,mths_since_last_delinq,20000,96.65,50.2
4,GBC,mths_since_last_delinq,20000,96.65,50.2
5,GBC,mths_since_last_delinq,20000,96.65,50.2
6,GBC,mths_since_last_delinq,20000,96.6,50.14999999999999
7,GBC,mths_since_last_delinq,20000,96.65,50.2
8,GBC,mths_since_last_delinq,20000,96.6,50.14999999999999
9,GBC,mths_since_last_delinq,20000,96.65,50.2
10,GBC,mths_since_last_delinq,20000,96.65,50.2
0,LR,mths_since_last_delinq,20000,96.15,50.8
1,LR,mths_since_last_delinq,20000,96.15,50.8
2,LR,mths_since_last_delinq,20000,96.15,50.8
3,LR,mths_since_last_delinq,20000,96.15,50.8
4,LR,mths_since_last_delinq,20000,96.15,50.8
5,LR,mths_since_last_delinq,20000,96.15,50.8
6,LR,mths_since_last_delinq,20000,96.15,50.8
7,LR,mths_since_last_delinq,20000,96.15,50.8
8,LR,mths_since_last_delinq,20000,96.15,50.8
9,LR,mths_since_last_delinq,20000,96.15,50.8
10,LR,mths_since_last_delinq,20000,96.15,50.8
0,RFC,mths_since_last_delinq,20001,82.75,46.400000000000006
1,RFC,mths_since_last_delinq,20001,82.95,46.400000000000006
2,RFC,mths_since_last_delinq,20001,83.1,46.550000000000004
3,RFC,mths_since_last_delinq,20001,83.05,46.9
4,RFC,mths_since_last_delinq,20001,83.0,46.85
5,RFC,mths_since_last_delinq,20001,82.89999999999999,46.650000000000006
6,RFC,mths_since_last_delinq,20001,82.95,46.800000000000004
7,RFC,mths_since_last_delinq,20001,83.05,46.800000000000004
8,RFC,mths_since_last_delinq,20001,83.05,46.7
9,RFC,mths_since_last_delinq,20001,82.69999999999999,46.650000000000006
10,RFC,mths_since_last_delinq,20001,82.69999999999999,46.949999999999996
0,GBC,mths_since_last_delinq,20001,95.6,52.65
1,GBC,mths_since_last_delinq,20001,95.6,52.65
2,GBC,mths_since_last_delinq,20001,95.6,52.65
3,GBC,mths_since_last_delinq,20001,95.6,52.65
4,GBC,mths_since_last_delinq,20001,95.6,52.65
5,GBC,mths_since_last_delinq,20001,95.55,52.7
6,GBC,mths_since_last_delinq,20001,95.35,52.900000000000006
7,GBC,mths_since_last_delinq,20001,95.35,52.900000000000006
8,GBC,mths_since_last_delinq,20001,95.35,52.900000000000006
9,GBC,mths_since_last_delinq,20001,95.35,52.900000000000006
10,GBC,mths_since_last_delinq,20001,95.39999999999999,52.949999999999996
0,LR,mths_since_last_delinq,20001,95.3,52.75
1,LR,mths_since_last_delinq,20001,95.3,52.75
2,LR,mths_since_last_delinq,20001,95.3,52.75
3,LR,mths_since_last_delinq,20001,95.3,52.75
4,LR,mths_since_last_delinq,20001,95.3,52.75
5,LR,mths_since_last_delinq,20001,95.3,52.75
6,LR,mths_since_last_delinq,20001,95.3,52.75
7,LR,mths_since_last_delinq,20001,95.3,52.75
8,LR,mths_since_last_delinq,20001,95.3,52.75
9,LR,mths_since_last_delinq,20001,95.3,52.75
10,LR,mths_since_last_delinq,20001,95.3,52.75
0,RFC,mths_since_last_delinq,20002,82.05,44.85
1,RFC,mths_since_last_delinq,20002,81.75,44.95
2,RFC,mths_since_last_delinq,20002,81.35,44.95
3,RFC,mths_since_last_delinq,20002,81.39999999999999,45.1
4,RFC,mths_since_last_delinq,20002,81.35,45.15
5,RFC,mths_since_last_delinq,20002,81.3,44.800000000000004
6,RFC,mths_since_last_delinq,20002,81.3,44.9
7,RFC,mths_since_last_delinq,20002,81.15,44.75
8,RFC,mths_since_last_delinq,20002,81.5,45.300000000000004
9,RFC,mths_since_last_delinq,20002,81.39999999999999,45.1
10,RFC,mths_since_last_delinq,20002,81.65,45.15
0,GBC,mths_since_last_delinq,20002,96.15,51.449999999999996
1,GBC,mths_since_last_delinq,20002,96.15,51.449999999999996
2,GBC,mths_since_last_delinq,20002,96.15,51.449999999999996
3,GBC,mths_since_last_delinq,20002,96.15,51.449999999999996
4,GBC,mths_since_last_delinq,20002,96.15,51.449999999999996
5,GBC,mths_since_last_delinq,20002,96.15,51.449999999999996
6,GBC,mths_since_last_delinq,20002,96.05,51.349999999999994
7,GBC,mths_since_last_delinq,20002,96.0,51.4
8,GBC,mths_since_last_delinq,20002,96.0,51.4
9,GBC,mths_since_last_delinq,20002,96.0,51.4
10,GBC,mths_since_last_delinq,20002,96.0,51.4
0,LR,mths_since_last_delinq,20002,95.85000000000001,51.55
1,LR,mths_since_last_delinq,20002,95.85000000000001,51.55
2,LR,mths_since_last_delinq,20002,95.85000000000001,51.55
3,LR,mths_since_last_delinq,20002,95.85000000000001,51.55
