model,sample_size,Term: 36 months,Term: 60 months,Loan_Grade:A,Loan_Grade:B,Loan_Grade:C,Loan_Grade:D,Loan_Grade:E,Loan_Grade:F,Loan_Grade:G,Loan_SubGrade:A1,Loan_SubGrade:A2,Loan_SubGrade:A3,Loan_SubGrade:A4,Loan_SubGrade:A5,Loan_SubGrade:B1,Loan_SubGrade:B2,Loan_SubGrade:B3,Loan_SubGrade:B4,Loan_SubGrade:B5,Loan_SubGrade:C1,Loan_SubGrade:C2,Loan_SubGrade:C3,Loan_SubGrade:C4,Loan_SubGrade:C5,Loan_SubGrade:D1,Loan_SubGrade:D2,Loan_SubGrade:D3,Loan_SubGrade:D4,Loan_SubGrade:D5,Loan_SubGrade:E1,Loan_SubGrade:E2,Loan_SubGrade:E3,Loan_SubGrade:E4,Loan_SubGrade:E5,Loan_SubGrade:F1,Loan_SubGrade:F2,Loan_SubGrade:F3,Loan_SubGrade:F4,Loan_SubGrade:F5,Loan_SubGrade:G1,Loan_SubGrade:G2,Loan_SubGrade:G3,Loan_SubGrade:G4,Loan_SubGrade:1 year,Employment_Length:10+ years,Employment_Length:2 years,Employment_Length:3 years,Employment_Length:4 years,Employment_Length:5 years,Employment_Length:6 years,Employment_Length:7 years,Employment_Length:8 years,Employment_Length:9 years,Employment_Length:< 1 year,Employment_Length:unknown,Employment_Length:ANY,Home_Ownership:MORTGAGE,Home_Ownership:OWN,Home_Ownership:RENT,loan_amnt,int_rate,installment,annual_inc,inq_last_6mths,delinq_2yrs,mths_since_last_delinq,open_acc,total_acc,mths_since_last_major_derog,dti,revol_bal,tot_cur_bal,open_il_24m,chargeoff_within_12_mths,delinq_amnt
RFC,5000,0.016822907201533316,0.01602064071555491,0.0,0.0,0.03334185934965057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03927819907654607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19707463708539688,0.0,0.0,0.004532178295445232,0.01588558367953765,0.0,0.05218841771992003,0.0,0.0,0.0,0.014677693951044013,0.0495284219175728,0.0,0.018518483619775823,0.009884596149826869,0.06824049952323485,0.04250007414502566,0.0,0.0
RFC,5000,0.0,0.0,0.0,0.0,0.0,0.001877724202848076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02205950888874119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06577350916703656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005550278956255041,0.0,0.011280989784459457,0.07034144979564254,0.03800015653297177,0.009820542675631955,0.0,0.0,0.0,0.0077754786285466025,0.03732287300186898,0.0,0.007179513752165391,0.014273473918121827,0.006147973500734205,0.021074572476789566,0.0,0.0
RFC,5000,0.0,0.0,0.08201258844630718,0.0,0.0,0.0,0.0,0.0,0.0,0.027369980286756426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013132040633276207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02610836427637646,0.0,0.0,0.0,0.260228708476685,0.0030911287396647724,0.007972030333322923,0.0,0.0,0.0,0.0029853015894345802,0.0,0.0,0.019178566956718934,0.014013903390349303,0.01862416631548086,0.022529167841059905,0.0,0.0
RFC,5000,0.018077288480768294,0.006028768812521091,0.0,0.0,0.0,0.021289799264359387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01405249880983141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009925129445647631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09687579739588881,0.0,0.0,0.0,0.011420553672666107,0.0,0.039039800800066554,0.0,0.0,0.007917430122854452,0.0032948207830113645,0.0023048602511043254,0.0,0.11728159721325444,0.0036423401856572266,0.02328095130482915,0.020052493559005964,0.0,0.0
RFC,5000,0.042435166916294856,0.03403199506861026,0.0,0.05776334874848407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002975351945313044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016940456340167116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04868146411137561,0.0,0.0,0.1370299836160992,0.019350292088294613,0.07168718992590344,0.002101914715072921,0.032818485197025,0.0,0.0,0.0,0.0914429301767418,0.0,0.022108013735656684,0.03529951568241996,0.018223517452260807,0.0,0.0,0.0
RFC,5000,0.0035471611005636894,0.001911729053584471,0.0,0.08476453612622945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005453894523545083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044392444932802616,0.0,0.11354159272642453,0.0,0.0,0.007727095702026648,0.04943968199351541,0.0360695395663872,0.04262282869413825,0.008562383687179514,0.0,0.0,0.011806528986681789,0.02081719400111287,0.0,0.01208996587628211,0.0,0.08612233026406335,0.00646633914626793,0.0,0.0
RFC,5000,0.011402219721626729,0.033395286429205154,0.0,0.0,0.0,0.09291747964018189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019445689910586178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01454315643402674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039275411982205216,0.0,0.0,0.04019436477037408,0.07634551868831299,0.021865130934498267,0.06084410737625269,0.0,0.0,0.0,0.007190299840312608,0.05260707158198964,0.0,0.007129442950903231,0.0040867713983465115,0.00922753697327211,0.0043772778530858925,0.0,0.0
RFC,5000,0.0,0.0,0.0,0.0,0.028103380149860212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051093167172092696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002951907742737285,0.0,0.0,0.06748586169655334,0.0,0.0,0.0,0.07123300955150956,0.04082404153615644,0.08938590520490182,0.06480884803337042,0.0,0.0,0.014737897613482934,0.018265613599803214,0.0,0.009070982325095926,0.01670644871518486,0.030666626858533913,0.024699013696506678,0.0,0.0
RFC,5000,0.014884243115776186,0.029538194285278624,0.0,0.0,0.0,0.0,0.0,0.08477481022437894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019214587901655505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005245062583650317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026208160131724723,0.024951961247055232,0.05171115882663124,0.03451587481547738,0.03724133949924499,0.004239296161611117,0.0,0.00276352025009996,0.010455894849494302,0.0,0.02882858683585396,0.055446267598764004,0.006522648372198625,0.002027356671801317,0.0,0.0,0.0
RFC,5000,0.0,0.0,0.0,0.03637111919163818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023920096503747733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01685668480224385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022095819238859296,0.023869275574229597,0.004664043744990187,0.04026601287225291,0.004573098518982438,0.0029329427109967172,0.0,0.01898465448183412,0.021652821999805782,0.04700270150715038,0.0,0.002824388128739308,0.008361603378191057,0.001677987757940147,0.0,0.0,0.0
