,model,size,features,abs_shap
58,GBC,10000,Home_Ownership:OWN,1.5086880659644941
59,GBC,10000,Home_Ownership:RENT,0.7862445377937176
60,GBC,10000,loan_amnt,76.75432157483351
61,GBC,10000,int_rate,622.5540347114733
62,GBC,10000,installment,158.4768435880327
63,GBC,10000,annual_inc,35.81367169564701
64,GBC,10000,inq_last_6mths,9.910165425578993
65,GBC,10000,delinq_2yrs,1.1523567371670767
66,GBC,10000,mths_since_last_delinq,12.176901364572291
67,GBC,10000,open_acc,32.41958293784395
68,GBC,10000,total_acc,71.54781326157233
69,GBC,10000,mths_since_last_major_derog,17.563608240972457
70,GBC,10000,dti,54.58740653395706
71,GBC,10000,revol_bal,33.460352190384164
72,GBC,10000,tot_cur_bal,39.60377373824914
73,GBC,10000,open_il_24m,15.061686676686799
74,GBC,10000,chargeoff_within_12_mths,0.07462032104498098
75,GBC,10000,delinq_amnt,0.0
0,LR,10000,Term: 36 months,228.3296369789201
1,LR,10000,Term: 60 months,337.9871185835321
2,LR,10000,Loan_Grade:A,122.06612836744206
3,LR,10000,Loan_Grade:B,75.71606940061933
4,LR,10000,Loan_Grade:C,137.33545635500712
5,LR,10000,Loan_Grade:D,266.66044680350007
6,LR,10000,Loan_Grade:E,103.00978160696454
7,LR,10000,Loan_Grade:F,25.969392963647103
8,LR,10000,Loan_Grade:G,8.014305964539613
9,LR,10000,Loan_SubGrade:A1,17.363654311228924
10,LR,10000,Loan_SubGrade:A2,8.135125257273534
11,LR,10000,Loan_SubGrade:A3,9.429534578281295
12,LR,10000,Loan_SubGrade:A4,0.04393369990696277
13,LR,10000,Loan_SubGrade:A5,4.651550487868302
14,LR,10000,Loan_SubGrade:B1,21.473506478379367
15,LR,10000,Loan_SubGrade:B2,21.18191632248149
16,LR,10000,Loan_SubGrade:B3,10.302501531170236
17,LR,10000,Loan_SubGrade:B4,0.049411569591419964
18,LR,10000,Loan_SubGrade:B5,18.832350038757976
19,LR,10000,Loan_SubGrade:C1,19.381849183610086
20,LR,10000,Loan_SubGrade:C2,0.7997876499779556
21,LR,10000,Loan_SubGrade:C3,9.26022461150734
22,LR,10000,Loan_SubGrade:C4,30.21513301251503
23,LR,10000,Loan_SubGrade:C5,34.319344918549646
24,LR,10000,Loan_SubGrade:D1,11.582960129386914
25,LR,10000,Loan_SubGrade:D2,0.0407922461775071
26,LR,10000,Loan_SubGrade:D3,14.166366021446477
27,LR,10000,Loan_SubGrade:D4,9.586848154134453
28,LR,10000,Loan_SubGrade:D5,19.83526508570528
29,LR,10000,Loan_SubGrade:E1,4.71896201281827
30,LR,10000,Loan_SubGrade:E2,0.0
31,LR,10000,Loan_SubGrade:E3,3.4681546916021397
32,LR,10000,Loan_SubGrade:E4,3.385663978018589
