,model,feature,sample,acc,prop
7,LR,mths_since_last_delinq,20000,95.5,52.300000000000004
8,LR,mths_since_last_delinq,20000,95.5,52.300000000000004
9,LR,mths_since_last_delinq,20000,95.5,52.300000000000004
10,LR,mths_since_last_delinq,20000,95.5,52.300000000000004
0,RFC,mths_since_last_delinq,40000,97.0,49.35
1,RFC,mths_since_last_delinq,40000,97.0,49.35
2,RFC,mths_since_last_delinq,40000,96.95,49.3
3,RFC,mths_since_last_delinq,40000,96.95,49.4
4,RFC,mths_since_last_delinq,40000,96.95,49.4
5,RFC,mths_since_last_delinq,40000,96.85000000000001,49.5
6,RFC,mths_since_last_delinq,40000,96.85000000000001,49.6
7,RFC,mths_since_last_delinq,40000,96.95,49.5
8,RFC,mths_since_last_delinq,40000,96.95,49.5
9,RFC,mths_since_last_delinq,40000,96.95,49.5
10,RFC,mths_since_last_delinq,40000,96.95,49.5
0,GBC,mths_since_last_delinq,40000,91.55,52.900000000000006
1,GBC,mths_since_last_delinq,40000,91.60000000000001,52.949999999999996
2,GBC,mths_since_last_delinq,40000,91.55,52.900000000000006
3,GBC,mths_since_last_delinq,40000,91.64999999999999,53.0
4,GBC,mths_since_last_delinq,40000,91.7,53.05
5,GBC,mths_since_last_delinq,40000,91.7,53.05
6,GBC,mths_since_last_delinq,40000,91.8,53.25
7,GBC,mths_since_last_delinq,40000,91.9,53.349999999999994
8,GBC,mths_since_last_delinq,40000,91.9,53.75
9,GBC,mths_since_last_delinq,40000,92.05,54.0
10,GBC,mths_since_last_delinq,40000,91.95,54.0
0,LR,mths_since_last_delinq,40000,86.35000000000001,47.599999999999994
1,LR,mths_since_last_delinq,40000,86.35000000000001,47.599999999999994
2,LR,mths_since_last_delinq,40000,86.35000000000001,47.599999999999994
3,LR,mths_since_last_delinq,40000,86.35000000000001,47.599999999999994
4,LR,mths_since_last_delinq,40000,86.3,47.65
5,LR,mths_since_last_delinq,40000,86.3,47.65
6,LR,mths_since_last_delinq,40000,86.25,47.699999999999996
7,LR,mths_since_last_delinq,40000,86.3,47.75
8,LR,mths_since_last_delinq,40000,86.3,47.75
9,LR,mths_since_last_delinq,40000,86.3,47.75
10,LR,mths_since_last_delinq,40000,86.3,47.75
0,RFC,mths_since_last_delinq,80000,95.75,50.449999999999996
1,RFC,mths_since_last_delinq,80000,95.7,50.2
2,RFC,mths_since_last_delinq,80000,95.6,50.3
3,RFC,mths_since_last_delinq,80000,95.6,50.3
4,RFC,mths_since_last_delinq,80000,95.75,50.349999999999994
5,RFC,mths_since_last_delinq,80000,95.8,50.3
6,RFC,mths_since_last_delinq,80000,95.75,50.24999999999999
7,RFC,mths_since_last_delinq,80000,95.75,50.24999999999999
8,RFC,mths_since_last_delinq,80000,95.75,50.449999999999996
9,RFC,mths_since_last_delinq,80000,95.7,50.4
10,RFC,mths_since_last_delinq,80000,95.7,50.4
0,GBC,mths_since_last_delinq,80000,91.25,59.150000000000006
1,GBC,mths_since_last_delinq,80000,91.25,59.150000000000006
2,GBC,mths_since_last_delinq,80000,91.25,59.150000000000006
3,GBC,mths_since_last_delinq,80000,91.25,59.150000000000006
4,GBC,mths_since_last_delinq,80000,91.25,59.150000000000006
5,GBC,mths_since_last_delinq,80000,91.3,59.099999999999994
6,GBC,mths_since_last_delinq,80000,91.25,59.150000000000006
7,GBC,mths_since_last_delinq,80000,91.10000000000001,59.0
8,GBC,mths_since_last_delinq,80000,91.10000000000001,59.0
9,GBC,mths_since_last_delinq,80000,91.05,59.050000000000004
10,GBC,mths_since_last_delinq,80000,91.05,59.050000000000004
0,LR,mths_since_last_delinq,80000,80.65,53.55
1,LR,mths_since_last_delinq,80000,80.65,53.55
2,LR,mths_since_last_delinq,80000,80.65,53.55
3,LR,mths_since_last_delinq,80000,80.65,53.55
4,LR,mths_since_last_delinq,80000,80.65,53.55
5,LR,mths_since_last_delinq,80000,80.65,53.55
6,LR,mths_since_last_delinq,80000,80.65,53.55
7,LR,mths_since_last_delinq,80000,80.65,53.55
8,LR,mths_since_last_delinq,80000,80.65,53.55
9,LR,mths_since_last_delinq,80000,80.65,53.55
10,LR,mths_since_last_delinq,80000,80.65,53.55
0,RFC,open_acc,5000,93.25,50.0
1,RFC,open_acc,5000,93.75,49.9
2,RFC,open_acc,5000,93.8,49.25
3,RFC,open_acc,5000,94.25,49.4
4,RFC,open_acc,5000,94.35,49.3
5,RFC,open_acc,5000,94.39999999999999,49.15
6,RFC,open_acc,5000,94.3,49.25
7,RFC,open_acc,5000,94.35,49.3
8,RFC,open_acc,5000,94.25,48.9
9,RFC,open_acc,5000,93.95,48.3
10,RFC,open_acc,5000,94.19999999999999,48.75
0,GBC,open_acc,5000,95.19999999999999,52.15
1,GBC,open_acc,5000,94.8,53.05
2,GBC,open_acc,5000,95.0,53.55
3,GBC,open_acc,5000,95.45,53.1
4,GBC,open_acc,5000,95.95,52.6
5,GBC,open_acc,5000,96.25,52.400000000000006
6,GBC,open_acc,5000,96.1,52.449999999999996
7,GBC,open_acc,5000,95.95,52.6
8,GBC,open_acc,5000,96.0,52.55
9,GBC,open_acc,5000,95.45,53.1
10,GBC,open_acc,5000,95.45,53.1
0,LR,open_acc,5000,88.25,57.9
1,LR,open_acc,5000,88.25,57.9
2,LR,open_acc,5000,88.55,57.599999999999994
3,LR,open_acc,5000,88.4,57.45
4,LR,open_acc,5000,88.3,57.35
5,LR,open_acc,5000,88.3,57.35
6,LR,open_acc,5000,88.3,57.35
7,LR,open_acc,5000,88.7,56.75
8,LR,open_acc,5000,88.6,56.65
9,LR,open_acc,5000,88.4,56.45
10,LR,open_acc,5000,88.35,55.900000000000006
0,RFC,open_acc,10000,95.1,50.8
1,RFC,open_acc,10000,95.1,51.0
2,RFC,open_acc,10000,95.05,50.74999999999999
3,RFC,open_acc,10000,94.8,50.5
4,RFC,open_acc,10000,94.69999999999999,50.5
5,RFC,open_acc,10000,94.89999999999999,50.4
6,RFC,open_acc,10000,95.3,50.8
7,RFC,open_acc,10000,95.19999999999999,50.7
8,RFC,open_acc,10000,95.1,50.7
9,RFC,open_acc,10000,94.89999999999999,50.9
10,RFC,open_acc,10000,95.05,50.849999999999994
0,GBC,open_acc,10000,95.6,53.900000000000006
1,GBC,open_acc,10000,95.8,53.7
2,GBC,open_acc,10000,95.8,53.7
3,GBC,open_acc,10000,96.2,53.300000000000004
4,GBC,open_acc,10000,96.3,53.2
5,GBC,open_acc,10000,96.55,52.949999999999996
6,GBC,open_acc,10000,96.6,53.1
7,GBC,open_acc,10000,96.55,53.15
8,GBC,open_acc,10000,96.55,53.15
9,GBC,open_acc,10000,96.39999999999999,53.0
10,GBC,open_acc,10000,96.39999999999999,53.0
0,LR,open_acc,10000,94.25,55.45
1,LR,open_acc,10000,94.25,55.45
2,LR,open_acc,10000,94.1,55.300000000000004
3,LR,open_acc,10000,94.1,55.300000000000004
4,LR,open_acc,10000,94.0,55.2
5,LR,open_acc,10000,94.0,55.2
6,LR,open_acc,10000,93.7,54.900000000000006
7,LR,open_acc,10000,93.7,54.900000000000006
8,LR,open_acc,10000,93.7,54.900000000000006
9,LR,open_acc,10000,93.7,54.900000000000006
10,LR,open_acc,10000,93.8,54.800000000000004
0,RFC,open_acc,20000,96.5,48.5
1,RFC,open_acc,20000,96.5,48.5
2,RFC,open_acc,20000,96.6,48.6
3,RFC,open_acc,20000,96.7,48.6
4,RFC,open_acc,20000,96.75,48.35
5,RFC,open_acc,20000,96.89999999999999,48.3
6,RFC,open_acc,20000,97.0,48.3
7,RFC,open_acc,20000,97.0,48.3
8,RFC,open_acc,20000,96.85000000000001,48.449999999999996
9,RFC,open_acc,20000,96.7,48.3
10,RFC,open_acc,20000,96.7,48.199999999999996
0,GBC,open_acc,20000,97.3,51.0
1,GBC,open_acc,20000,97.35000000000001,50.949999999999996
2,GBC,open_acc,20000,97.35000000000001,50.949999999999996
3,GBC,open_acc,20000,97.35000000000001,50.949999999999996
4,GBC,open_acc,20000,97.35000000000001,50.949999999999996
5,GBC,open_acc,20000,97.25,51.05
6,GBC,open_acc,20000,97.2,51.1
7,GBC,open_acc,20000,97.2,51.2
8,GBC,open_acc,20000,97.25,51.15
9,GBC,open_acc,20000,97.25,51.15
10,GBC,open_acc,20000,97.25,51.15
0,LR,open_acc,20000,95.39999999999999,52.400000000000006
1,LR,open_acc,20000,95.39999999999999,52.400000000000006
2,LR,open_acc,20000,95.39999999999999,52.400000000000006
3,LR,open_acc,20000,95.5,52.300000000000004
4,LR,open_acc,20000,95.5,52.300000000000004
5,LR,open_acc,20000,95.5,52.300000000000004
6,LR,open_acc,20000,95.5,52.300000000000004
7,LR,open_acc,20000,95.5,52.300000000000004
8,LR,open_acc,20000,95.45,52.25
9,LR,open_acc,20000,95.5,52.2
10,LR,open_acc,20000,95.5,52.2
0,RFC,open_acc,40000,96.85000000000001,50.2
1,RFC,open_acc,40000,96.8,49.75
2,RFC,open_acc,40000,96.75,49.6
3,RFC,open_acc,40000,96.95,49.7
4,RFC,open_acc,40000,97.0,49.65
5,RFC,open_acc,40000,96.85000000000001,49.5
6,RFC,open_acc,40000,96.65,49.3
7,RFC,open_acc,40000,96.6,49.45
8,RFC,open_acc,40000,96.75,49.3
9,RFC,open_acc,40000,96.75,49.3
10,RFC,open_acc,40000,96.8,49.35
0,GBC,open_acc,40000,91.95,54.2
1,GBC,open_acc,40000,91.7,54.05
2,GBC,open_acc,40000,91.60000000000001,53.75
3,GBC,open_acc,40000,91.7,53.449999999999996
4,GBC,open_acc,40000,91.75,53.1
5,GBC,open_acc,40000,91.7,53.05
6,GBC,open_acc,40000,91.75,53.0
7,GBC,open_acc,40000,91.7,52.949999999999996
8,GBC,open_acc,40000,91.7,52.65
9,GBC,open_acc,40000,91.7,52.65
10,GBC,open_acc,40000,91.4,52.349999999999994
0,LR,open_acc,40000,86.2,49.55
1,LR,open_acc,40000,86.15,49.3
2,LR,open_acc,40000,86.15,48.8
3,LR,open_acc,40000,86.3,48.449999999999996
4,LR,open_acc,40000,86.2,48.05
5,LR,open_acc,40000,86.3,47.65
6,LR,open_acc,40000,86.3,47.15
7,LR,open_acc,40000,86.3,46.949999999999996
8,LR,open_acc,40000,86.2,46.75
9,LR,open_acc,40000,86.2,46.45
10,LR,open_acc,40000,86.2,46.050000000000004
0,RFC,open_acc,80000,95.3,50.9
1,RFC,open_acc,80000,95.55,50.64999999999999
2,RFC,open_acc,80000,95.8,50.3
3,RFC,open_acc,80000,95.85000000000001,50.14999999999999
4,RFC,open_acc,80000,95.8,50.2
5,RFC,open_acc,80000,95.8,50.3
6,RFC,open_acc,80000,95.85000000000001,50.349999999999994
7,RFC,open_acc,80000,95.8,50.3
8,RFC,open_acc,80000,95.75,50.349999999999994
9,RFC,open_acc,80000,95.6,50.4
10,RFC,open_acc,80000,95.6,50.3
0,GBC,open_acc,80000,90.75,59.150000000000006
1,GBC,open_acc,80000,90.8,59.3
2,GBC,open_acc,80000,90.95,59.150000000000006
3,GBC,open_acc,80000,91.05,59.25
4,GBC,open_acc,80000,91.3,59.099999999999994
5,GBC,open_acc,80000,91.3,59.099999999999994
6,GBC,open_acc,80000,91.3,59.0
7,GBC,open_acc,80000,91.35,58.95
8,GBC,open_acc,80000,91.25,58.95
9,GBC,open_acc,80000,91.2,58.9
10,GBC,open_acc,80000,91.2,58.8
0,LR,open_acc,80000,80.95,55.35
1,LR,open_acc,80000,80.85,54.949999999999996
2,LR,open_acc,80000,81.0,54.50000000000001
3,LR,open_acc,80000,80.85,54.15
4,LR,open_acc,80000,80.80000000000001,53.800000000000004
5,LR,open_acc,80000,80.65,53.55
6,LR,open_acc,80000,80.35,53.15
7,LR,open_acc,80000,80.10000000000001,52.800000000000004
8,LR,open_acc,80000,79.9,52.5
9,LR,open_acc,80000,79.5,52.0
10,LR,open_acc,80000,79.35,51.74999999999999
0,RFC,total_acc,5000,93.30000000000001,46.35
1,RFC,total_acc,5000,94.0,47.449999999999996
2,RFC,total_acc,5000,94.55,48.0
3,RFC,total_acc,5000,94.6,48.05
4,RFC,total_acc,5000,94.3,48.949999999999996
5,RFC,total_acc,5000,94.39999999999999,49.15
6,RFC,total_acc,5000,95.1,49.65
7,RFC,total_acc,5000,95.0,49.85
8,RFC,total_acc,5000,94.85,50.3
9,RFC,total_acc,5000,94.45,49.9
10,RFC,total_acc,5000,94.1,49.95
0,GBC,total_acc,5000,96.3,51.849999999999994
1,GBC,total_acc,5000,96.2,51.949999999999996
2,GBC,total_acc,5000,96.35000000000001,52.2
3,GBC,total_acc,5000,96.39999999999999,52.25
4,GBC,total_acc,5000,96.6,52.05
5,GBC,total_acc,5000,96.25,52.400000000000006
6,GBC,total_acc,5000,96.15,52.300000000000004
7,GBC,total_acc,5000,95.95,52.7
8,GBC,total_acc,5000,95.3,53.15
9,GBC,total_acc,5000,95.19999999999999,53.449999999999996
10,GBC,total_acc,5000,94.89999999999999,53.75
0,LR,total_acc,5000,87.6,53.55
1,LR,total_acc,5000,87.64999999999999,54.7
2,LR,total_acc,5000,88.14999999999999,55.400000000000006
3,LR,total_acc,5000,88.44999999999999,55.800000000000004
4,LR,total_acc,5000,88.6,56.65
5,LR,total_acc,5000,88.3,57.35
6,LR,total_acc,5000,88.3,57.35
7,LR,total_acc,5000,88.2,58.15
8,LR,total_acc,5000,88.4,58.650000000000006
9,LR,total_acc,5000,88.75,59.0
10,LR,total_acc,5000,88.64999999999999,59.199999999999996
0,RFC,total_acc,10000,93.7,48.4
1,RFC,total_acc,10000,93.8,49.1
2,RFC,total_acc,10000,94.75,49.95
3,RFC,total_acc,10000,95.0,50.1
4,RFC,total_acc,10000,94.85,50.05
5,RFC,total_acc,10000,94.89999999999999,50.4
6,RFC,total_acc,10000,95.0,50.4
7,RFC,total_acc,10000,95.05,50.64999999999999
8,RFC,total_acc,10000,95.15,50.849999999999994
9,RFC,total_acc,10000,94.85,51.15
10,RFC,total_acc,10000,95.05,51.05
0,GBC,total_acc,10000,96.55,52.15
1,GBC,total_acc,10000,96.8,52.5
2,GBC,total_acc,10000,96.65,52.75
3,GBC,total_acc,10000,96.55,52.849999999999994
4,GBC,total_acc,10000,96.45,53.05
5,GBC,total_acc,10000,96.55,52.949999999999996
6,GBC,total_acc,10000,96.3,53.2
7,GBC,total_acc,10000,96.3,53.2
8,GBC,total_acc,10000,96.05,53.25
9,GBC,total_acc,10000,96.05,53.65
10,GBC,total_acc,10000,95.7,53.400000000000006
0,LR,total_acc,10000,93.85,54.75
1,LR,total_acc,10000,93.8,54.800000000000004
2,LR,total_acc,10000,93.8,54.800000000000004
3,LR,total_acc,10000,93.7,54.900000000000006
4,LR,total_acc,10000,93.7,54.900000000000006
5,LR,total_acc,10000,94.0,55.2
6,LR,total_acc,10000,94.1,55.300000000000004
7,LR,total_acc,10000,94.25,55.45
8,LR,total_acc,10000,94.25,55.45
9,LR,total_acc,10000,94.25,55.45
10,LR,total_acc,10000,94.25,55.45
0,RFC,total_acc,20000,96.75,47.85
1,RFC,total_acc,20000,97.0,48.0
2,RFC,total_acc,20000,97.1,48.199999999999996
3,RFC,total_acc,20000,96.95,48.35
4,RFC,total_acc,20000,97.0,48.3
5,RFC,total_acc,20000,96.89999999999999,48.3
6,RFC,total_acc,20000,97.1,48.6
7,RFC,total_acc,20000,97.1,48.4
8,RFC,total_acc,20000,97.05,48.55
9,RFC,total_acc,20000,97.15,48.55
10,RFC,total_acc,20000,97.05,48.65
0,GBC,total_acc,20000,97.39999999999999,50.7
1,GBC,total_acc,20000,97.3,50.8
2,GBC,total_acc,20000,97.35000000000001,50.849999999999994
3,GBC,total_acc,20000,97.45,50.949999999999996
4,GBC,total_acc,20000,97.35000000000001,50.949999999999996
5,GBC,total_acc,20000,97.25,51.05
6,GBC,total_acc,20000,97.3,51.1
7,GBC,total_acc,20000,97.15,51.15
8,GBC,total_acc,20000,97.15,51.24999999999999
9,GBC,total_acc,20000,97.15,51.24999999999999
10,GBC,total_acc,20000,97.15,51.15
0,LR,total_acc,20000,95.55,52.15
1,LR,total_acc,20000,95.55,52.15
2,LR,total_acc,20000,95.55,52.15
3,LR,total_acc,20000,95.55,52.15
4,LR,total_acc,20000,95.55,52.25
5,LR,total_acc,20000,95.5,52.300000000000004
6,LR,total_acc,20000,95.39999999999999,52.400000000000006
7,LR,total_acc,20000,95.39999999999999,52.400000000000006
8,LR,total_acc,20000,95.39999999999999,52.400000000000006
9,LR,total_acc,20000,95.39999999999999,52.400000000000006
10,LR,total_acc,20000,95.39999999999999,52.400000000000006
0,RFC,total_acc,40000,96.55,49.4
1,RFC,total_acc,40000,96.75,49.5
2,RFC,total_acc,40000,96.7,49.35
3,RFC,total_acc,40000,96.8,49.45
4,RFC,total_acc,40000,96.8,49.45
5,RFC,total_acc,40000,96.85000000000001,49.5
6,RFC,total_acc,40000,96.85000000000001,49.6
7,RFC,total_acc,40000,96.75,49.6
8,RFC,total_acc,40000,96.8,49.65
9,RFC,total_acc,40000,96.7,49.55
10,RFC,total_acc,40000,96.55,49.6
0,GBC,total_acc,40000,91.35,51.2
1,GBC,total_acc,40000,91.25,51.800000000000004
2,GBC,total_acc,40000,91.3,51.949999999999996
3,GBC,total_acc,40000,91.3,52.349999999999994
4,GBC,total_acc,40000,91.45,52.800000000000004
5,GBC,total_acc,40000,91.7,53.05
6,GBC,total_acc,40000,91.7,53.25
7,GBC,total_acc,40000,91.75,53.400000000000006
8,GBC,total_acc,40000,91.7,53.55
9,GBC,total_acc,40000,91.60000000000001,53.849999999999994
10,GBC,total_acc,40000,91.55,54.1
0,LR,total_acc,40000,86.0,45.95
1,LR,total_acc,40000,86.15,46.300000000000004
2,LR,total_acc,40000,86.25,46.7
3,LR,total_acc,40000,86.25,46.9
4,LR,total_acc,40000,86.45,47.3
5,LR,total_acc,40000,86.3,47.65
6,LR,total_acc,40000,86.3,48.15
7,LR,total_acc,40000,86.1,48.55
8,LR,total_acc,40000,86.0,48.949999999999996
9,LR,total_acc,40000,86.3,49.45
10,LR,total_acc,40000,86.15,49.7
0,RFC,total_acc,80000,95.3,50.9
1,RFC,total_acc,80000,95.6,50.6
2,RFC,total_acc,80000,95.55,50.449999999999996
3,RFC,total_acc,80000,95.7,50.5
4,RFC,total_acc,80000,95.7,50.3
5,RFC,total_acc,80000,95.8,50.3
6,RFC,total_acc,80000,95.75,50.449999999999996
7,RFC,total_acc,80000,95.75,50.64999999999999
8,RFC,total_acc,80000,95.65,50.449999999999996
9,RFC,total_acc,80000,95.7,50.6
10,RFC,total_acc,80000,95.6,50.6
0,GBC,total_acc,80000,91.0,57.8
1,GBC,total_acc,80000,91.3,58.5
2,GBC,total_acc,80000,91.35,58.85
3,GBC,total_acc,80000,91.25,58.85
4,GBC,total_acc,80000,91.25,58.95
5,GBC,total_acc,80000,91.3,59.099999999999994
6,GBC,total_acc,80000,91.14999999999999,59.25
7,GBC,total_acc,80000,90.85,59.550000000000004
8,GBC,total_acc,80000,90.9,59.599999999999994
9,GBC,total_acc,80000,90.85,59.550000000000004
10,GBC,total_acc,80000,90.85,59.550000000000004
0,LR,total_acc,80000,79.80000000000001,52.5
1,LR,total_acc,80000,79.9,52.6
2,LR,total_acc,80000,80.15,52.849999999999994
3,LR,total_acc,80000,80.35,53.05
4,LR,total_acc,80000,80.55,53.349999999999994
5,LR,total_acc,80000,80.65,53.55
6,LR,total_acc,80000,80.75,53.75
7,LR,total_acc,80000,80.9,54.0
8,LR,total_acc,80000,80.85,54.05
9,LR,total_acc,80000,81.0,54.400000000000006
10,LR,total_acc,80000,81.10000000000001,54.6
0,RFC,mths_since_last_major_derog,5000,94.69999999999999,49.55
1,RFC,mths_since_last_major_derog,5000,94.69999999999999,49.55
2,RFC,mths_since_last_major_derog,5000,94.75,49.5
3,RFC,mths_since_last_major_derog,5000,94.85,49.4
4,RFC,mths_since_last_major_derog,5000,94.5,49.45
5,RFC,mths_since_last_major_derog,5000,94.39999999999999,49.15
6,RFC,mths_since_last_major_derog,5000,94.45,49.4
7,RFC,mths_since_last_major_derog,5000,94.45,49.2
8,RFC,mths_since_last_major_derog,5000,94.6,49.35
9,RFC,mths_since_last_major_derog,5000,94.55,49.4
10,RFC,mths_since_last_major_derog,5000,94.55,49.4
0,GBC,mths_since_last_major_derog,5000,96.05,52.6
1,GBC,mths_since_last_major_derog,5000,96.0,52.349999999999994
2,GBC,mths_since_last_major_derog,5000,96.3,52.349999999999994
3,GBC,mths_since_last_major_derog,5000,96.39999999999999,52.25
4,GBC,mths_since_last_major_derog,5000,96.25,52.400000000000006
5,GBC,mths_since_last_major_derog,5000,96.25,52.400000000000006
6,GBC,mths_since_last_major_derog,5000,96.15,52.300000000000004
7,GBC,mths_since_last_major_derog,5000,95.95,51.6
8,GBC,mths_since_last_major_derog,5000,95.65,51.7
9,GBC,mths_since_last_major_derog,5000,95.5,51.55
10,GBC,mths_since_last_major_derog,5000,95.5,51.349999999999994
0,LR,mths_since_last_major_derog,5000,88.3,57.550000000000004
1,LR,mths_since_last_major_derog,5000,88.4,57.45
2,LR,mths_since_last_major_derog,5000,88.4,57.45
3,LR,mths_since_last_major_derog,5000,88.4,57.45
4,LR,mths_since_last_major_derog,5000,88.3,57.35
5,LR,mths_since_last_major_derog,5000,88.3,57.35
6,LR,mths_since_last_major_derog,5000,88.3,57.35
7,LR,mths_since_last_major_derog,5000,88.44999999999999,57.199999999999996
8,LR,mths_since_last_major_derog,5000,88.44999999999999,57.199999999999996
9,LR,mths_since_last_major_derog,5000,88.44999999999999,57.199999999999996
10,LR,mths_since_last_major_derog,5000,88.7,56.75
0,RFC,mths_since_last_major_derog,10000,94.89999999999999,50.4
1,RFC,mths_since_last_major_derog,10000,94.89999999999999,50.4
2,RFC,mths_since_last_major_derog,10000,94.89999999999999,50.4
3,RFC,mths_since_last_major_derog,10000,94.89999999999999,50.4
4,RFC,mths_since_last_major_derog,10000,94.89999999999999,50.4
5,RFC,mths_since_last_major_derog,10000,94.89999999999999,50.4
6,RFC,mths_since_last_major_derog,10000,95.0,50.5
7,RFC,mths_since_last_major_derog,10000,95.0,50.5
8,RFC,mths_since_last_major_derog,10000,95.0,50.5
9,RFC,mths_since_last_major_derog,10000,95.0,50.5
10,RFC,mths_since_last_major_derog,10000,94.95,50.449999999999996
0,GBC,mths_since_last_major_derog,10000,96.3,53.2
1,GBC,mths_since_last_major_derog,10000,96.35000000000001,53.15
2,GBC,mths_since_last_major_derog,10000,96.3,53.2
3,GBC,mths_since_last_major_derog,10000,96.3,53.2
4,GBC,mths_since_last_major_derog,10000,96.3,53.2
5,GBC,mths_since_last_major_derog,10000,96.55,52.949999999999996
6,GBC,mths_since_last_major_derog,10000,96.55,52.949999999999996
7,GBC,mths_since_last_major_derog,10000,96.55,52.949999999999996
8,GBC,mths_since_last_major_derog,10000,96.55,52.949999999999996
9,GBC,mths_since_last_major_derog,10000,96.45,53.05
10,GBC,mths_since_last_major_derog,10000,96.39999999999999,53.1
0,LR,mths_since_last_major_derog,10000,94.0,55.2
1,LR,mths_since_last_major_derog,10000,94.0,55.2
2,LR,mths_since_last_major_derog,10000,94.0,55.2
3,LR,mths_since_last_major_derog,10000,94.0,55.2
4,LR,mths_since_last_major_derog,10000,94.0,55.2
5,LR,mths_since_last_major_derog,10000,94.0,55.2
6,LR,mths_since_last_major_derog,10000,94.0,55.2
7,LR,mths_since_last_major_derog,10000,94.0,55.2
8,LR,mths_since_last_major_derog,10000,94.1,55.1
9,LR,mths_since_last_major_derog,10000,94.1,55.1
10,LR,mths_since_last_major_derog,10000,94.1,55.1
0,RFC,mths_since_last_major_derog,20000,96.95,48.25
1,RFC,mths_since_last_major_derog,20000,96.95,48.25
2,RFC,mths_since_last_major_derog,20000,97.0,48.3
3,RFC,mths_since_last_major_derog,20000,96.95,48.25
4,RFC,mths_since_last_major_derog,20000,96.85000000000001,48.25
5,RFC,mths_since_last_major_derog,20000,96.89999999999999,48.3
6,RFC,mths_since_last_major_derog,20000,96.7,48.1
7,RFC,mths_since_last_major_derog,20000,96.8,48.199999999999996
8,RFC,mths_since_last_major_derog,20000,96.8,48.199999999999996
9,RFC,mths_since_last_major_derog,20000,96.85000000000001,48.25
10,RFC,mths_since_last_major_derog,20000,96.85000000000001,48.25
0,GBC,mths_since_last_major_derog,20000,97.25,51.05
1,GBC,mths_since_last_major_derog,20000,97.25,51.05
2,GBC,mths_since_last_major_derog,20000,97.25,51.05
3,GBC,mths_since_last_major_derog,20000,97.25,51.05
4,GBC,mths_since_last_major_derog,20000,97.25,51.05
5,GBC,mths_since_last_major_derog,20000,97.25,51.05
6,GBC,mths_since_last_major_derog,20000,97.25,51.05
7,GBC,mths_since_last_major_derog,20000,97.2,51.0
8,GBC,mths_since_last_major_derog,20000,97.2,51.0
9,GBC,mths_since_last_major_derog,20000,97.2,51.0
10,GBC,mths_since_last_major_derog,20000,97.2,51.0
0,LR,mths_since_last_major_derog,20000,95.5,52.300000000000004
1,LR,mths_since_last_major_derog,20000,95.5,52.300000000000004
2,LR,mths_since_last_major_derog,20000,95.5,52.300000000000004
3,LR,mths_since_last_major_derog,20000,95.5,52.300000000000004
4,LR,mths_since_last_major_derog,20000,95.5,52.300000000000004
5,LR,mths_since_last_major_derog,20000,95.5,52.300000000000004
6,LR,mths_since_last_major_derog,20000,95.5,52.300000000000004
7,LR,mths_since_last_major_derog,20000,95.5,52.300000000000004
8,LR,mths_since_last_major_derog,20000,95.45,52.25
9,LR,mths_since_last_major_derog,20000,95.45,52.25
10,LR,mths_since_last_major_derog,20000,95.45,52.25
0,RFC,mths_since_last_major_derog,40000,96.75,49.4
1,RFC,mths_since_last_major_derog,40000,96.85000000000001,49.5
2,RFC,mths_since_last_major_derog,40000,96.8,49.45
3,RFC,mths_since_last_major_derog,40000,96.8,49.45
4,RFC,mths_since_last_major_derog,40000,96.75,49.6
5,RFC,mths_since_last_major_derog,40000,96.85000000000001,49.5
6,RFC,mths_since_last_major_derog,40000,96.8,49.55
7,RFC,mths_since_last_major_derog,40000,96.95,49.6
8,RFC,mths_since_last_major_derog,40000,96.89999999999999,49.55
9,RFC,mths_since_last_major_derog,40000,96.89999999999999,49.55
10,RFC,mths_since_last_major_derog,40000,96.85000000000001,49.6
0,GBC,mths_since_last_major_derog,40000,91.8,52.75
1,GBC,mths_since_last_major_derog,40000,91.7,52.849999999999994
2,GBC,mths_since_last_major_derog,40000,91.7,52.849999999999994
3,GBC,mths_since_last_major_derog,40000,91.75,53.0
4,GBC,mths_since_last_major_derog,40000,91.8,52.949999999999996
5,GBC,mths_since_last_major_derog,40000,91.7,53.05
6,GBC,mths_since_last_major_derog,40000,91.60000000000001,52.849999999999994
7,GBC,mths_since_last_major_derog,40000,91.55,52.800000000000004
8,GBC,mths_since_last_major_derog,40000,91.55,52.800000000000004
9,GBC,mths_since_last_major_derog,40000,91.55,52.800000000000004
10,GBC,mths_since_last_major_derog,40000,91.55,52.900000000000006
0,LR,mths_since_last_major_derog,40000,86.35000000000001,47.699999999999996
1,LR,mths_since_last_major_derog,40000,86.3,47.65
2,LR,mths_since_last_major_derog,40000,86.3,47.65
3,LR,mths_since_last_major_derog,40000,86.3,47.65
4,LR,mths_since_last_major_derog,40000,86.3,47.65
5,LR,mths_since_last_major_derog,40000,86.3,47.65
6,LR,mths_since_last_major_derog,40000,86.35000000000001,47.599999999999994
7,LR,mths_since_last_major_derog,40000,86.35000000000001,47.599999999999994
8,LR,mths_since_last_major_derog,40000,86.3,47.55
9,LR,mths_since_last_major_derog,40000,86.3,47.55
10,LR,mths_since_last_major_derog,40000,86.35000000000001,47.5
0,RFC,mths_since_last_major_derog,80000,95.8,50.4
1,RFC,mths_since_last_major_derog,80000,95.8,50.4
2,RFC,mths_since_last_major_derog,80000,95.8,50.4
