,model,feature,sample,acc,prop
6,GBC,annual_inc,20000,97.2,51.1
7,GBC,annual_inc,20000,97.3,51.1
8,GBC,annual_inc,20000,97.25,50.949999999999996
9,GBC,annual_inc,20000,97.1,51.0
10,GBC,annual_inc,20000,97.05,51.15
0,LR,annual_inc,20000,95.5,52.300000000000004
1,LR,annual_inc,20000,95.5,52.300000000000004
2,LR,annual_inc,20000,95.5,52.300000000000004
3,LR,annual_inc,20000,95.5,52.300000000000004
4,LR,annual_inc,20000,95.5,52.300000000000004
5,LR,annual_inc,20000,95.5,52.300000000000004
6,LR,annual_inc,20000,95.5,52.300000000000004
7,LR,annual_inc,20000,95.5,52.300000000000004
8,LR,annual_inc,20000,95.5,52.300000000000004
9,LR,annual_inc,20000,95.5,52.300000000000004
10,LR,annual_inc,20000,95.5,52.300000000000004
0,RFC,annual_inc,40000,95.39999999999999,48.65
1,RFC,annual_inc,40000,95.6,48.65
2,RFC,annual_inc,40000,96.25,49.0
3,RFC,annual_inc,40000,96.39999999999999,49.05
4,RFC,annual_inc,40000,96.85000000000001,49.5
5,RFC,annual_inc,40000,96.85000000000001,49.5
6,RFC,annual_inc,40000,97.0,49.65
7,RFC,annual_inc,40000,97.0,49.85
8,RFC,annual_inc,40000,96.85000000000001,50.0
9,RFC,annual_inc,40000,96.85000000000001,50.0
10,RFC,annual_inc,40000,96.39999999999999,49.75
0,GBC,annual_inc,40000,91.05,52.2
1,GBC,annual_inc,40000,91.55,52.7
2,GBC,annual_inc,40000,91.35,52.6
3,GBC,annual_inc,40000,91.5,52.75
4,GBC,annual_inc,40000,91.45,53.0
5,GBC,annual_inc,40000,91.7,53.05
6,GBC,annual_inc,40000,91.9,53.25
7,GBC,annual_inc,40000,91.55,53.2
8,GBC,annual_inc,40000,91.75,53.400000000000006
9,GBC,annual_inc,40000,91.7,53.449999999999996
10,GBC,annual_inc,40000,91.60000000000001,53.25
0,LR,annual_inc,40000,86.25,47.5
1,LR,annual_inc,40000,86.3,47.55
2,LR,annual_inc,40000,86.3,47.55
3,LR,annual_inc,40000,86.35000000000001,47.599999999999994
4,LR,annual_inc,40000,86.35000000000001,47.599999999999994
5,LR,annual_inc,40000,86.3,47.65
6,LR,annual_inc,40000,86.2,47.85
7,LR,annual_inc,40000,86.2,47.85
8,LR,annual_inc,40000,86.2,47.949999999999996
9,LR,annual_inc,40000,86.15,48.0
10,LR,annual_inc,40000,86.1,48.05
0,RFC,annual_inc,80000,93.89999999999999,50.7
1,RFC,annual_inc,80000,94.69999999999999,50.5
2,RFC,annual_inc,80000,95.1,50.2
3,RFC,annual_inc,80000,95.55,50.449999999999996
4,RFC,annual_inc,80000,95.45,50.449999999999996
5,RFC,annual_inc,80000,95.8,50.3
6,RFC,annual_inc,80000,95.7,50.2
7,RFC,annual_inc,80000,95.6,50.2
8,RFC,annual_inc,80000,95.39999999999999,50.6
9,RFC,annual_inc,80000,95.55,50.64999999999999
10,RFC,annual_inc,80000,95.19999999999999,51.0
0,GBC,annual_inc,80000,90.95,59.35
1,GBC,annual_inc,80000,91.10000000000001,59.099999999999994
2,GBC,annual_inc,80000,91.14999999999999,59.150000000000006
3,GBC,annual_inc,80000,91.2,59.099999999999994
4,GBC,annual_inc,80000,91.10000000000001,59.3
5,GBC,annual_inc,80000,91.3,59.099999999999994
6,GBC,annual_inc,80000,91.14999999999999,59.050000000000004
7,GBC,annual_inc,80000,91.2,58.9
8,GBC,annual_inc,80000,91.2,59.0
9,GBC,annual_inc,80000,91.14999999999999,59.050000000000004
10,GBC,annual_inc,80000,91.10000000000001,59.0
0,LR,annual_inc,80000,80.5,53.300000000000004
1,LR,annual_inc,80000,80.65,53.449999999999996
2,LR,annual_inc,80000,80.65,53.449999999999996
3,LR,annual_inc,80000,80.60000000000001,53.5
4,LR,annual_inc,80000,80.60000000000001,53.5
5,LR,annual_inc,80000,80.65,53.55
6,LR,annual_inc,80000,80.7,53.6
7,LR,annual_inc,80000,80.75,53.65
8,LR,annual_inc,80000,80.85,53.75
9,LR,annual_inc,80000,80.85,53.75
10,LR,annual_inc,80000,80.85,53.75
0,RFC,inq_last_6mths,5000,94.15,49.6
1,RFC,inq_last_6mths,5000,94.35,49.2
2,RFC,inq_last_6mths,5000,94.25,49.3
3,RFC,inq_last_6mths,5000,94.39999999999999,49.15
4,RFC,inq_last_6mths,5000,94.39999999999999,49.15
5,RFC,inq_last_6mths,5000,94.39999999999999,49.15
6,RFC,inq_last_6mths,5000,94.39999999999999,49.15
7,RFC,inq_last_6mths,5000,94.5,49.05
8,RFC,inq_last_6mths,5000,94.45,49.0
9,RFC,inq_last_6mths,5000,94.45,49.0
10,RFC,inq_last_6mths,5000,94.45,49.0
0,GBC,inq_last_6mths,5000,96.25,52.400000000000006
1,GBC,inq_last_6mths,5000,96.25,52.400000000000006
2,GBC,inq_last_6mths,5000,96.25,52.400000000000006
3,GBC,inq_last_6mths,5000,96.25,52.400000000000006
4,GBC,inq_last_6mths,5000,96.25,52.400000000000006
5,GBC,inq_last_6mths,5000,96.25,52.400000000000006
6,GBC,inq_last_6mths,5000,96.25,52.400000000000006
7,GBC,inq_last_6mths,5000,96.25,52.400000000000006
8,GBC,inq_last_6mths,5000,96.25,52.400000000000006
9,GBC,inq_last_6mths,5000,96.25,52.400000000000006
10,GBC,inq_last_6mths,5000,96.25,52.400000000000006
0,LR,inq_last_6mths,5000,88.3,57.35
1,LR,inq_last_6mths,5000,88.3,57.35
2,LR,inq_last_6mths,5000,88.3,57.35
3,LR,inq_last_6mths,5000,88.3,57.35
4,LR,inq_last_6mths,5000,88.3,57.35
5,LR,inq_last_6mths,5000,88.3,57.35
6,LR,inq_last_6mths,5000,88.3,57.35
7,LR,inq_last_6mths,5000,88.3,57.35
8,LR,inq_last_6mths,5000,88.3,57.35
9,LR,inq_last_6mths,5000,88.44999999999999,57.199999999999996
10,LR,inq_last_6mths,5000,88.44999999999999,57.199999999999996
0,RFC,inq_last_6mths,10000,94.95,50.64999999999999
1,RFC,inq_last_6mths,10000,94.89999999999999,50.4
2,RFC,inq_last_6mths,10000,94.89999999999999,50.4
3,RFC,inq_last_6mths,10000,94.89999999999999,50.4
4,RFC,inq_last_6mths,10000,94.89999999999999,50.4
5,RFC,inq_last_6mths,10000,94.89999999999999,50.4
6,RFC,inq_last_6mths,10000,94.89999999999999,50.4
7,RFC,inq_last_6mths,10000,94.89999999999999,50.4
8,RFC,inq_last_6mths,10000,94.8,50.3
9,RFC,inq_last_6mths,10000,94.8,50.3
10,RFC,inq_last_6mths,10000,94.8,50.3
0,GBC,inq_last_6mths,10000,96.55,52.949999999999996
1,GBC,inq_last_6mths,10000,96.55,52.949999999999996
2,GBC,inq_last_6mths,10000,96.55,52.949999999999996
3,GBC,inq_last_6mths,10000,96.55,52.949999999999996
4,GBC,inq_last_6mths,10000,96.55,52.949999999999996
5,GBC,inq_last_6mths,10000,96.55,52.949999999999996
6,GBC,inq_last_6mths,10000,96.55,52.949999999999996
7,GBC,inq_last_6mths,10000,96.55,52.949999999999996
8,GBC,inq_last_6mths,10000,96.55,52.949999999999996
9,GBC,inq_last_6mths,10000,96.55,52.949999999999996
10,GBC,inq_last_6mths,10000,96.55,52.949999999999996
0,LR,inq_last_6mths,10000,94.1,55.300000000000004
1,LR,inq_last_6mths,10000,94.0,55.2
2,LR,inq_last_6mths,10000,94.0,55.2
3,LR,inq_last_6mths,10000,94.0,55.2
4,LR,inq_last_6mths,10000,94.0,55.2
5,LR,inq_last_6mths,10000,94.0,55.2
6,LR,inq_last_6mths,10000,93.85,55.05
7,LR,inq_last_6mths,10000,93.85,55.05
8,LR,inq_last_6mths,10000,93.85,55.05
9,LR,inq_last_6mths,10000,93.85,55.05
10,LR,inq_last_6mths,10000,93.85,55.05
0,RFC,inq_last_6mths,20000,96.7,48.6
1,RFC,inq_last_6mths,20000,96.89999999999999,48.3
2,RFC,inq_last_6mths,20000,96.89999999999999,48.3
3,RFC,inq_last_6mths,20000,96.89999999999999,48.3
4,RFC,inq_last_6mths,20000,96.89999999999999,48.3
5,RFC,inq_last_6mths,20000,96.89999999999999,48.3
6,RFC,inq_last_6mths,20000,96.89999999999999,48.3
7,RFC,inq_last_6mths,20000,96.89999999999999,48.3
8,RFC,inq_last_6mths,20000,96.85000000000001,48.25
9,RFC,inq_last_6mths,20000,96.85000000000001,48.25
10,RFC,inq_last_6mths,20000,96.85000000000001,48.25
0,GBC,inq_last_6mths,20000,97.2,51.1
1,GBC,inq_last_6mths,20000,97.2,51.1
2,GBC,inq_last_6mths,20000,97.2,51.1
3,GBC,inq_last_6mths,20000,97.25,51.05
4,GBC,inq_last_6mths,20000,97.25,51.05
5,GBC,inq_last_6mths,20000,97.25,51.05
6,GBC,inq_last_6mths,20000,97.25,51.05
7,GBC,inq_last_6mths,20000,97.25,51.05
8,GBC,inq_last_6mths,20000,97.25,51.05
9,GBC,inq_last_6mths,20000,97.25,51.05
10,GBC,inq_last_6mths,20000,97.25,51.05
0,LR,inq_last_6mths,20000,95.55,52.349999999999994
1,LR,inq_last_6mths,20000,95.55,52.349999999999994
2,LR,inq_last_6mths,20000,95.5,52.300000000000004
3,LR,inq_last_6mths,20000,95.5,52.300000000000004
4,LR,inq_last_6mths,20000,95.5,52.300000000000004
5,LR,inq_last_6mths,20000,95.5,52.300000000000004
6,LR,inq_last_6mths,20000,95.5,52.300000000000004
7,LR,inq_last_6mths,20000,95.5,52.300000000000004
8,LR,inq_last_6mths,20000,95.45,52.25
9,LR,inq_last_6mths,20000,95.45,52.25
10,LR,inq_last_6mths,20000,95.45,52.25
0,RFC,inq_last_6mths,40000,96.89999999999999,49.85
1,RFC,inq_last_6mths,40000,96.89999999999999,49.65
2,RFC,inq_last_6mths,40000,96.89999999999999,49.65
3,RFC,inq_last_6mths,40000,97.0,49.65
4,RFC,inq_last_6mths,40000,96.85000000000001,49.5
5,RFC,inq_last_6mths,40000,96.85000000000001,49.5
6,RFC,inq_last_6mths,40000,96.85000000000001,49.5
7,RFC,inq_last_6mths,40000,96.85000000000001,49.5
8,RFC,inq_last_6mths,40000,96.65,49.3
9,RFC,inq_last_6mths,40000,96.65,49.3
10,RFC,inq_last_6mths,40000,96.65,49.3
0,GBC,inq_last_6mths,40000,91.9,54.05
1,GBC,inq_last_6mths,40000,91.9,53.449999999999996
2,GBC,inq_last_6mths,40000,91.9,53.449999999999996
3,GBC,inq_last_6mths,40000,91.7,53.05
4,GBC,inq_last_6mths,40000,91.7,53.05
5,GBC,inq_last_6mths,40000,91.7,53.05
6,GBC,inq_last_6mths,40000,91.7,53.05
7,GBC,inq_last_6mths,40000,91.75,52.800000000000004
8,GBC,inq_last_6mths,40000,91.7,52.75
9,GBC,inq_last_6mths,40000,91.7,52.75
10,GBC,inq_last_6mths,40000,91.7,52.75
0,LR,inq_last_6mths,40000,86.25,48.4
1,LR,inq_last_6mths,40000,86.25,48.4
2,LR,inq_last_6mths,40000,86.25,48.1
3,LR,inq_last_6mths,40000,86.35000000000001,47.9
4,LR,inq_last_6mths,40000,86.35000000000001,47.699999999999996
5,LR,inq_last_6mths,40000,86.3,47.65
6,LR,inq_last_6mths,40000,86.35000000000001,47.5
7,LR,inq_last_6mths,40000,86.45,47.3
8,LR,inq_last_6mths,40000,86.35000000000001,47.099999999999994
9,LR,inq_last_6mths,40000,86.25,46.9
10,LR,inq_last_6mths,40000,86.2,46.75
0,RFC,inq_last_6mths,80000,95.7,50.7
1,RFC,inq_last_6mths,80000,95.7,50.4
2,RFC,inq_last_6mths,80000,95.7,50.4
3,RFC,inq_last_6mths,80000,95.85000000000001,50.349999999999994
4,RFC,inq_last_6mths,80000,95.8,50.3
5,RFC,inq_last_6mths,80000,95.8,50.3
6,RFC,inq_last_6mths,80000,95.8,50.3
7,RFC,inq_last_6mths,80000,95.45,49.95
8,RFC,inq_last_6mths,80000,95.5,49.9
9,RFC,inq_last_6mths,80000,95.5,49.9
10,RFC,inq_last_6mths,80000,95.5,49.9
0,GBC,inq_last_6mths,80000,91.14999999999999,59.45
1,GBC,inq_last_6mths,80000,91.25,59.25
2,GBC,inq_last_6mths,80000,91.25,59.25
3,GBC,inq_last_6mths,80000,91.35,59.150000000000006
4,GBC,inq_last_6mths,80000,91.3,59.099999999999994
5,GBC,inq_last_6mths,80000,91.3,59.099999999999994
6,GBC,inq_last_6mths,80000,91.3,59.099999999999994
7,GBC,inq_last_6mths,80000,91.2,58.599999999999994
8,GBC,inq_last_6mths,80000,91.2,58.5
9,GBC,inq_last_6mths,80000,91.2,58.5
10,GBC,inq_last_6mths,80000,91.2,58.5
0,LR,inq_last_6mths,80000,80.75,53.849999999999994
1,LR,inq_last_6mths,80000,80.80000000000001,53.800000000000004
2,LR,inq_last_6mths,80000,80.75,53.75
3,LR,inq_last_6mths,80000,80.75,53.65
4,LR,inq_last_6mths,80000,80.65,53.55
5,LR,inq_last_6mths,80000,80.65,53.55
6,LR,inq_last_6mths,80000,80.55,53.449999999999996
7,LR,inq_last_6mths,80000,80.4,53.300000000000004
8,LR,inq_last_6mths,80000,80.2,53.1
9,LR,inq_last_6mths,80000,80.10000000000001,53.0
10,LR,inq_last_6mths,80000,80.05,52.849999999999994
0,RFC,delinq_2yrs,5000,94.45,49.4
1,RFC,delinq_2yrs,5000,94.3,49.25
2,RFC,delinq_2yrs,5000,94.3,49.25
3,RFC,delinq_2yrs,5000,94.3,49.25
4,RFC,delinq_2yrs,5000,94.39999999999999,49.15
5,RFC,delinq_2yrs,5000,94.39999999999999,49.15
6,RFC,delinq_2yrs,5000,94.39999999999999,49.15
7,RFC,delinq_2yrs,5000,94.39999999999999,49.15
8,RFC,delinq_2yrs,5000,94.39999999999999,49.15
9,RFC,delinq_2yrs,5000,94.39999999999999,49.15
10,RFC,delinq_2yrs,5000,94.39999999999999,49.15
0,GBC,delinq_2yrs,5000,95.8,52.849999999999994
1,GBC,delinq_2yrs,5000,95.95,52.7
2,GBC,delinq_2yrs,5000,95.95,52.7
3,GBC,delinq_2yrs,5000,96.25,52.400000000000006
4,GBC,delinq_2yrs,5000,96.25,52.400000000000006
5,GBC,delinq_2yrs,5000,96.25,52.400000000000006
6,GBC,delinq_2yrs,5000,96.25,52.400000000000006
7,GBC,delinq_2yrs,5000,96.25,52.400000000000006
8,GBC,delinq_2yrs,5000,96.25,52.400000000000006
9,GBC,delinq_2yrs,5000,96.25,52.400000000000006
10,GBC,delinq_2yrs,5000,96.25,52.400000000000006
0,LR,delinq_2yrs,5000,88.3,57.35
1,LR,delinq_2yrs,5000,88.3,57.35
2,LR,delinq_2yrs,5000,88.3,57.35
3,LR,delinq_2yrs,5000,88.3,57.35
4,LR,delinq_2yrs,5000,88.3,57.35
5,LR,delinq_2yrs,5000,88.3,57.35
6,LR,delinq_2yrs,5000,88.3,57.35
7,LR,delinq_2yrs,5000,88.44999999999999,57.199999999999996
8,LR,delinq_2yrs,5000,88.44999999999999,57.199999999999996
9,LR,delinq_2yrs,5000,88.44999999999999,57.199999999999996
10,LR,delinq_2yrs,5000,88.44999999999999,57.199999999999996
0,RFC,delinq_2yrs,10000,94.85,50.349999999999994
1,RFC,delinq_2yrs,10000,94.85,50.349999999999994
2,RFC,delinq_2yrs,10000,94.85,50.349999999999994
3,RFC,delinq_2yrs,10000,94.89999999999999,50.4
4,RFC,delinq_2yrs,10000,94.89999999999999,50.4
5,RFC,delinq_2yrs,10000,94.89999999999999,50.4
6,RFC,delinq_2yrs,10000,94.89999999999999,50.4
7,RFC,delinq_2yrs,10000,94.89999999999999,50.4
8,RFC,delinq_2yrs,10000,94.89999999999999,50.4
9,RFC,delinq_2yrs,10000,94.89999999999999,50.4
10,RFC,delinq_2yrs,10000,94.89999999999999,50.4
0,GBC,delinq_2yrs,10000,96.39999999999999,53.1
1,GBC,delinq_2yrs,10000,96.39999999999999,53.1
2,GBC,delinq_2yrs,10000,96.39999999999999,53.1
3,GBC,delinq_2yrs,10000,96.55,52.949999999999996
4,GBC,delinq_2yrs,10000,96.55,52.949999999999996
5,GBC,delinq_2yrs,10000,96.55,52.949999999999996
6,GBC,delinq_2yrs,10000,96.55,52.949999999999996
7,GBC,delinq_2yrs,10000,96.55,52.949999999999996
8,GBC,delinq_2yrs,10000,96.55,52.949999999999996
9,GBC,delinq_2yrs,10000,96.39999999999999,53.1
10,GBC,delinq_2yrs,10000,96.39999999999999,53.1
0,LR,delinq_2yrs,10000,94.0,55.2
1,LR,delinq_2yrs,10000,94.0,55.2
2,LR,delinq_2yrs,10000,94.0,55.2
3,LR,delinq_2yrs,10000,94.0,55.2
4,LR,delinq_2yrs,10000,94.0,55.2
5,LR,delinq_2yrs,10000,94.0,55.2
6,LR,delinq_2yrs,10000,94.0,55.2
7,LR,delinq_2yrs,10000,94.0,55.2
8,LR,delinq_2yrs,10000,94.0,55.2
9,LR,delinq_2yrs,10000,94.0,55.2
10,LR,delinq_2yrs,10000,94.0,55.2
0,RFC,delinq_2yrs,20000,96.95,48.55
1,RFC,delinq_2yrs,20000,96.89999999999999,48.3
2,RFC,delinq_2yrs,20000,96.89999999999999,48.3
3,RFC,delinq_2yrs,20000,96.89999999999999,48.3
4,RFC,delinq_2yrs,20000,96.89999999999999,48.3
5,RFC,delinq_2yrs,20000,96.89999999999999,48.3
6,RFC,delinq_2yrs,20000,96.89999999999999,48.3
7,RFC,delinq_2yrs,20000,96.95,48.25
8,RFC,delinq_2yrs,20000,96.95,48.25
9,RFC,delinq_2yrs,20000,96.95,48.25
10,RFC,delinq_2yrs,20000,96.95,48.25
0,GBC,delinq_2yrs,20000,97.25,51.05
1,GBC,delinq_2yrs,20000,97.25,51.05
2,GBC,delinq_2yrs,20000,97.25,51.05
3,GBC,delinq_2yrs,20000,97.25,51.05
4,GBC,delinq_2yrs,20000,97.25,51.05
5,GBC,delinq_2yrs,20000,97.25,51.05
6,GBC,delinq_2yrs,20000,97.25,51.05
7,GBC,delinq_2yrs,20000,97.25,51.05
8,GBC,delinq_2yrs,20000,97.25,51.05
9,GBC,delinq_2yrs,20000,97.25,51.05
10,GBC,delinq_2yrs,20000,97.25,51.05
0,LR,delinq_2yrs,20000,95.5,52.300000000000004
1,LR,delinq_2yrs,20000,95.5,52.300000000000004
2,LR,delinq_2yrs,20000,95.5,52.300000000000004
3,LR,delinq_2yrs,20000,95.5,52.300000000000004
4,LR,delinq_2yrs,20000,95.5,52.300000000000004
5,LR,delinq_2yrs,20000,95.5,52.300000000000004
6,LR,delinq_2yrs,20000,95.5,52.300000000000004
7,LR,delinq_2yrs,20000,95.5,52.300000000000004
8,LR,delinq_2yrs,20000,95.5,52.300000000000004
9,LR,delinq_2yrs,20000,95.5,52.300000000000004
10,LR,delinq_2yrs,20000,95.5,52.300000000000004
0,RFC,delinq_2yrs,40000,96.95,49.5
1,RFC,delinq_2yrs,40000,96.85000000000001,49.5
2,RFC,delinq_2yrs,40000,96.85000000000001,49.5
3,RFC,delinq_2yrs,40000,96.85000000000001,49.5
4,RFC,delinq_2yrs,40000,96.85000000000001,49.5
5,RFC,delinq_2yrs,40000,96.85000000000001,49.5
6,RFC,delinq_2yrs,40000,96.85000000000001,49.5
7,RFC,delinq_2yrs,40000,96.85000000000001,49.5
8,RFC,delinq_2yrs,40000,96.85000000000001,49.5
9,RFC,delinq_2yrs,40000,96.85000000000001,49.5
10,RFC,delinq_2yrs,40000,96.85000000000001,49.5
0,GBC,delinq_2yrs,40000,91.64999999999999,53.1
1,GBC,delinq_2yrs,40000,91.7,53.05
2,GBC,delinq_2yrs,40000,91.7,53.05
3,GBC,delinq_2yrs,40000,91.7,53.05
4,GBC,delinq_2yrs,40000,91.7,53.05
5,GBC,delinq_2yrs,40000,91.7,53.05
6,GBC,delinq_2yrs,40000,91.7,53.05
7,GBC,delinq_2yrs,40000,91.7,53.05
8,GBC,delinq_2yrs,40000,91.7,53.05
9,GBC,delinq_2yrs,40000,91.7,53.05
10,GBC,delinq_2yrs,40000,91.7,53.05
0,LR,delinq_2yrs,40000,86.3,47.85
1,LR,delinq_2yrs,40000,86.3,47.85
2,LR,delinq_2yrs,40000,86.3,47.85
3,LR,delinq_2yrs,40000,86.25,47.8
4,LR,delinq_2yrs,40000,86.25,47.8
5,LR,delinq_2yrs,40000,86.3,47.65
6,LR,delinq_2yrs,40000,86.3,47.65
7,LR,delinq_2yrs,40000,86.3,47.65
8,LR,delinq_2yrs,40000,86.4,47.55
9,LR,delinq_2yrs,40000,86.35000000000001,47.5
10,LR,delinq_2yrs,40000,86.25,47.4
0,RFC,delinq_2yrs,80000,95.55,50.55
1,RFC,delinq_2yrs,80000,95.8,50.3
2,RFC,delinq_2yrs,80000,95.8,50.3
3,RFC,delinq_2yrs,80000,95.8,50.3
4,RFC,delinq_2yrs,80000,95.8,50.3
5,RFC,delinq_2yrs,80000,95.8,50.3
6,RFC,delinq_2yrs,80000,95.8,50.3
7,RFC,delinq_2yrs,80000,95.8,50.3
8,RFC,delinq_2yrs,80000,95.75,50.24999999999999
9,RFC,delinq_2yrs,80000,95.75,50.24999999999999
10,RFC,delinq_2yrs,80000,95.75,50.24999999999999
0,GBC,delinq_2yrs,80000,91.25,59.150000000000006
1,GBC,delinq_2yrs,80000,91.3,59.099999999999994
2,GBC,delinq_2yrs,80000,91.3,59.099999999999994
3,GBC,delinq_2yrs,80000,91.3,59.099999999999994
4,GBC,delinq_2yrs,80000,91.3,59.099999999999994
5,GBC,delinq_2yrs,80000,91.3,59.099999999999994
6,GBC,delinq_2yrs,80000,91.3,59.099999999999994
7,GBC,delinq_2yrs,80000,91.3,59.099999999999994
8,GBC,delinq_2yrs,80000,91.3,59.099999999999994
9,GBC,delinq_2yrs,80000,91.3,59.099999999999994
10,GBC,delinq_2yrs,80000,91.3,59.099999999999994
0,LR,delinq_2yrs,80000,80.80000000000001,54.0
1,LR,delinq_2yrs,80000,80.9,53.900000000000006
2,LR,delinq_2yrs,80000,80.95,53.849999999999994
3,LR,delinq_2yrs,80000,80.85,53.75
4,LR,delinq_2yrs,80000,80.75,53.65
5,LR,delinq_2yrs,80000,80.65,53.55
6,LR,delinq_2yrs,80000,80.55,53.449999999999996
7,LR,delinq_2yrs,80000,80.5,53.400000000000006
8,LR,delinq_2yrs,80000,80.55,53.25
9,LR,delinq_2yrs,80000,80.5,53.2
10,LR,delinq_2yrs,80000,80.5,53.2
0,RFC,mths_since_last_delinq,5000,94.75,49.2
1,RFC,mths_since_last_delinq,5000,94.69999999999999,49.15
2,RFC,mths_since_last_delinq,5000,94.65,49.2
3,RFC,mths_since_last_delinq,5000,94.25,49.0
4,RFC,mths_since_last_delinq,5000,93.75,48.699999999999996
5,RFC,mths_since_last_delinq,5000,94.39999999999999,49.15
6,RFC,mths_since_last_delinq,5000,94.35,49.1
7,RFC,mths_since_last_delinq,5000,94.15,48.9
8,RFC,mths_since_last_delinq,5000,94.15,48.9
9,RFC,mths_since_last_delinq,5000,94.15,48.9
10,RFC,mths_since_last_delinq,5000,94.35,49.1
0,GBC,mths_since_last_delinq,5000,95.8,52.55
1,GBC,mths_since_last_delinq,5000,95.75,52.7
2,GBC,mths_since_last_delinq,5000,95.85000000000001,52.5
3,GBC,mths_since_last_delinq,5000,95.95,52.6
4,GBC,mths_since_last_delinq,5000,96.15,52.5
5,GBC,mths_since_last_delinq,5000,96.25,52.400000000000006
6,GBC,mths_since_last_delinq,5000,95.89999999999999,52.55
7,GBC,mths_since_last_delinq,5000,96.05,52.400000000000006
8,GBC,mths_since_last_delinq,5000,95.89999999999999,52.55
9,GBC,mths_since_last_delinq,5000,95.89999999999999,52.55
10,GBC,mths_since_last_delinq,5000,96.05,52.6
0,LR,mths_since_last_delinq,5000,88.3,57.35
1,LR,mths_since_last_delinq,5000,88.3,57.35
2,LR,mths_since_last_delinq,5000,88.3,57.35
3,LR,mths_since_last_delinq,5000,88.3,57.35
4,LR,mths_since_last_delinq,5000,88.3,57.35
5,LR,mths_since_last_delinq,5000,88.3,57.35
6,LR,mths_since_last_delinq,5000,88.3,57.35
7,LR,mths_since_last_delinq,5000,88.3,57.35
8,LR,mths_since_last_delinq,5000,88.3,57.35
9,LR,mths_since_last_delinq,5000,88.3,57.35
10,LR,mths_since_last_delinq,5000,88.3,57.35
0,RFC,mths_since_last_delinq,10000,94.8,50.5
1,RFC,mths_since_last_delinq,10000,94.95,50.64999999999999
2,RFC,mths_since_last_delinq,10000,94.95,50.449999999999996
3,RFC,mths_since_last_delinq,10000,94.95,50.449999999999996
4,RFC,mths_since_last_delinq,10000,94.89999999999999,50.4
5,RFC,mths_since_last_delinq,10000,94.89999999999999,50.4
6,RFC,mths_since_last_delinq,10000,94.89999999999999,50.4
7,RFC,mths_since_last_delinq,10000,95.05,50.55
8,RFC,mths_since_last_delinq,10000,95.05,50.55
9,RFC,mths_since_last_delinq,10000,95.05,50.55
10,RFC,mths_since_last_delinq,10000,95.05,50.55
0,GBC,mths_since_last_delinq,10000,96.35000000000001,53.05
1,GBC,mths_since_last_delinq,10000,96.45,53.05
2,GBC,mths_since_last_delinq,10000,96.45,53.05
3,GBC,mths_since_last_delinq,10000,96.45,53.05
4,GBC,mths_since_last_delinq,10000,96.45,53.05
5,GBC,mths_since_last_delinq,10000,96.55,52.949999999999996
6,GBC,mths_since_last_delinq,10000,96.55,52.949999999999996
7,GBC,mths_since_last_delinq,10000,96.5,53.0
8,GBC,mths_since_last_delinq,10000,96.5,53.0
9,GBC,mths_since_last_delinq,10000,96.45,53.05
10,GBC,mths_since_last_delinq,10000,96.45,53.05
0,LR,mths_since_last_delinq,10000,94.1,55.1
1,LR,mths_since_last_delinq,10000,94.1,55.1
2,LR,mths_since_last_delinq,10000,94.0,55.2
3,LR,mths_since_last_delinq,10000,94.0,55.2
4,LR,mths_since_last_delinq,10000,94.0,55.2
5,LR,mths_since_last_delinq,10000,94.0,55.2
6,LR,mths_since_last_delinq,10000,94.0,55.2
7,LR,mths_since_last_delinq,10000,94.0,55.2
8,LR,mths_since_last_delinq,10000,94.0,55.2
9,LR,mths_since_last_delinq,10000,94.0,55.2
10,LR,mths_since_last_delinq,10000,94.0,55.2
0,RFC,mths_since_last_delinq,20000,96.75,48.15
1,RFC,mths_since_last_delinq,20000,96.65,48.05
2,RFC,mths_since_last_delinq,20000,96.8,48.3
3,RFC,mths_since_last_delinq,20000,96.7,48.4
4,RFC,mths_since_last_delinq,20000,96.85000000000001,48.25
5,RFC,mths_since_last_delinq,20000,96.89999999999999,48.3
6,RFC,mths_since_last_delinq,20000,96.75,48.15
7,RFC,mths_since_last_delinq,20000,96.75,48.15
8,RFC,mths_since_last_delinq,20000,96.8,48.199999999999996
9,RFC,mths_since_last_delinq,20000,96.75,48.15
10,RFC,mths_since_last_delinq,20000,96.8,48.1
0,GBC,mths_since_last_delinq,20000,97.1,51.1
1,GBC,mths_since_last_delinq,20000,97.15,51.15
2,GBC,mths_since_last_delinq,20000,97.2,51.1
3,GBC,mths_since_last_delinq,20000,97.2,51.1
4,GBC,mths_since_last_delinq,20000,97.2,51.1
5,GBC,mths_since_last_delinq,20000,97.25,51.05
6,GBC,mths_since_last_delinq,20000,97.2,51.1
7,GBC,mths_since_last_delinq,20000,97.2,51.1
8,GBC,mths_since_last_delinq,20000,97.2,51.1
9,GBC,mths_since_last_delinq,20000,97.25,51.15
10,GBC,mths_since_last_delinq,20000,97.25,51.15
0,LR,mths_since_last_delinq,20000,95.45,52.25
1,LR,mths_since_last_delinq,20000,95.45,52.25
2,LR,mths_since_last_delinq,20000,95.45,52.25
3,LR,mths_since_last_delinq,20000,95.45,52.25
4,LR,mths_since_last_delinq,20000,95.5,52.300000000000004
5,LR,mths_since_last_delinq,20000,95.5,52.300000000000004
6,LR,mths_since_last_delinq,20000,95.5,52.300000000000004
